"id","name","creatorName","contributorName","aboutLabels","publisher[].1.name","publisher[].1.id","publisher[].2.name","publisher[].2.id","inLanguage","mainEntitiyOfPage[].1.provider.name","mainEntitiyOfPage[].1.id","mainEntitiyOfPage[].2.provider.name","mainEntitiyOfPage[].2.id","dateCreated","datePublished"
"https://github.com/IAS-Uni-Siegen/EMD_course","Fundamentals of electrical machines and drives","Oliver Wallscheid, Lukas Hölsch","","Elektrotechnik/Elektronik, Elektrische Energietechnik, Ingenieurwissenschaften, Elektrotechnik und Informationstechnik","","","","","en","","","","","","2024-09-27"
"https://git.rpi-virtuell.de/Comenius-Institut/du-ermutigung","du ermutigung","Corinna Ullmann, Jörg Lohrer","","Fachübergreifend, Evangelische Theologie, -Religionslehre, Katholische Theologie, -Religionslehre, Evang. Theologie, -Religionslehre, Kath. Theologie, -Religionslehre, Evang. Religionspädagogik, kirchliche Bildungsarbeit, Kath. Religionspädagogik, kirchliche Bildungsarbeit, Geisteswissenschaften","","","","","de","","","","","","2024-06-24"
"https://oer.community/theologie-auf-tiktok-religioese-kommunikation-im-digitalen-raum/","Theologie auf TikTok: Religiöse Kommunikation im digitalen Raum","Jörg Lohrer, Konstanze Kemnitzer","","Evangelische Theologie, -Religionslehre, Erziehungswissenschaft (Pädagogik), Evang. Theologie, -Religionslehre, Neue Medien, Rechts-, Wirtschafts- und Sozialwissenschaften, Geisteswissenschaften, Erziehungswissenschaften, Bildende Kunst, Kunst, Kunstwissenschaft","","","","","de","","","","","","2024-09-18"
"https://github.com/cagix/dlk24-b","Bielefelder Monsterjagd - ein Praxisbeispiel","Carsten Gips, Henrik Pruisken","","Informatik, Informatik, Ingenieurwissenschaften","","","","","de","","","","","","2024-11-20"
"https://redaktion.openeduhub.net/edu-sharing/components/render/288bb754-51a8-43c1-9747-9c74cfbfac91","Lernmodul: Kooperative Texterschließung mit TEXTLABOR","Michael Beißwenger, Institut für Germanistik\, Universität Duisburg-Essen, Universität Duisburg-Essen, Michael Beißwenger für die Universität Duisburg-Essen","Bundesministerium für Bildung und Forschung, Michael Beißwenger","Germanistik/Deutsch, Germanistik (Deutsch, germanische Sprachen ohne Anglistik), Geisteswissenschaften allgemein, Geisteswissenschaften","","","","","de","","","","","2023-09-13",""
"https://github.com/joerglohrer/Bibelfussball","Bibelfussball","Jörg Lohrer","","Evangelische Theologie, -Religionslehre, Katholische Theologie, -Religionslehre, Evang. Theologie, -Religionslehre, Kath. Theologie, -Religionslehre, Religionswissenschaft, Evang. Religionspädagogik, kirchliche Bildungsarbeit, Kath. Religionspädagogik, kirchliche Bildungsarbeit, Philosophie, Geisteswissenschaften","","","","","de","","","","","","2021-12-31"
"https://github.com/cagix/dlk24","Parcoursprüfungen im Praxistest","Carsten Gips","","Informatik, Informatik, Ingenieurwissenschaften","","","","","de","","","","","","2024-11-19"
"https://joerglohrer.github.io/oer-generator-tulluba/","OER-Metadaten-Generator (TULLUBA)","Jörg Lohrer","","Graphikdesign/Kommunikationsgestaltung, Informatik, Medieninformatik, Kommunikations- und Informationstechnik, Neue Medien, Informatik, Ingenieurwissenschaften, Gestaltung, Bildende Kunst, Elektrotechnik und Informationstechnik, Kunst, Kunstwissenschaft","","","","","de","","","","","","2024-10-30"
"https://oer.gitlab.io/oer-courses/it-systems/","IT Systems","Jens Lechtenbörger","","Informatik, Informatik, Ingenieurwissenschaften","","","","","en","","","","","","2024-09-03"
"https://oer.gitlab.io/misc/","Open Educational Resource (OER) presentations for selected topics of Computer Scienc","Jens Lechtenbörger","","Informatik, Informatik, Ingenieurwissenschaften","","","","","en","","","","","","2024-09-03"
"https://oer.gitlab.io/oer-courses/cacs/","Distributed Systems and Communication and Collaboration Systems","Jens Lechtenbörger","","Informatik, Informatik, Ingenieurwissenschaften","","","","","en","","","","","","2024-09-03"
"https://oer.gitlab.io/OS/","Operating Systems","Jens Lechtenbörger","","Informatik, Informatik, Ingenieurwissenschaften","","","","","en","","","","","","2024-09-03"
"https://git.rpi-virtuell.de/Comenius-Institut/KI-religionsbezogen/src/branch/main/bibel-selfies.md","Bibel-Selfies","Jörg Lohrer","","Evangelische Theologie, -Religionslehre, Katholische Theologie, -Religionslehre, Evang. Theologie, -Religionslehre, Kath. Theologie, -Religionslehre, Religionswissenschaft, Evang. Religionspädagogik, kirchliche Bildungsarbeit, Kath. Religionspädagogik, kirchliche Bildungsarbeit, Philosophie, Geisteswissenschaften","","","","","de, en","","","","","","2024-08-01"
"https://nfdi4ing.pages.rwth-aachen.de/education/gitlab-workshop/workshop/slides","Einstieg ins Forschungsdatenmanagement mit git und GitLab","Marius Politze","","","","","","","de","","","","","",""
"https://nfdi4ing.pages.rwth-aachen.de/education/gitlab-workshop/preparation","Einstieg ins Forschungsdatenmanagement mit git und GitLab","Marius Politze","","","","","","","de","","","","","",""
"https://aoe.fi/#/materiaali/2917","A design framework for flipped classroom scenarios in microscopy teaching","de Leng Bas","","Biomedizin, Humanmedizin (ohne Zahnmedizin), Erziehungswissenschaften, Mathematik, Naturwissenschaften, Rechts-, Wirtschafts- und Sozialwissenschaften, Humanmedizin/Gesundheitswissenschaften, Biologie","","","","","en","","","","","",""
"https://aoe.fi/#/materiaali/2865","Developing flipped classroom scenarios: A presentation for staff development","de Leng Bas, cLovid-project","","Biomedizin, Humanmedizin (ohne Zahnmedizin), Erziehungswissenschaften, Mathematik, Naturwissenschaften, Rechts-, Wirtschafts- und Sozialwissenschaften, Humanmedizin/Gesundheitswissenschaften, Biologie","","","","","en","","","","","",""
"https://www.twillo.de/edu-sharing/components/render/fe4ff7d8-e257-44a1-80d3-350029b60f6d","Fragetyp JACK erklärt ","Hochschule Niederrhein, paluno The Ruhr Institute for Software Technology, Universität Duisburg-Essen","","Informatik, Wirtschaftsinformatik, Informatik, Ingenieurwissenschaften","","","","","de","","","","","2024-02-28",""
"https://redaktion.openeduhub.net/edu-sharing/components/render/571845da-09ff-4781-95f9-9a4e3bdc3f8f","STEAM+H Online-Selbstlernmodule: Physikgrundlagen im Kontext von Geschichte, Kunst, Technik, Ingenieurswesen und Mathematik","André Bresges, Florian Genz, Maik Schössow, CoP-MINTcluster an der Universität zu Köln","Bundesministerium für Bildung und Forschung","Physik, Mathematik, Naturwissenschaften, Physik, Astronomie","","","","","de","","","","","2023-07-23",""
"https://www.twillo.de/edu-sharing/components/render/e632eb4f-5739-4626-909c-19bec3768df4","Zielvereinbarung zwischen dem Institut für Entwicklungsforschung und Entwicklungspolitik und dem Rektorat der Ruhr-Universität Bochum","Ruhr-Universität Bochum","","","","","","","de","","","","","2021-10-20",""
"https://digilehre.zflkoeln.de/lernmodule/unkategorisiert/erstellung-von-digitalen-lernmaterialien/lektionen/herzlich-willkommen-10/","Erstellung von digitalen Lernmaterialien","Zentrum für LehrerInnenbildung (ZfL) der Universität zu Köln","","Erziehungswissenschaften, Rechts-, Wirtschafts- und Sozialwissenschaften","","","","","de","","","","","2021-07-13",""
