almaMmsId	rpbId	hbzId	zdbId
990106055740206441	RPB107t931485	1116998-9	HT012453021
990106712680206441	RPB107t931493	1202231-7	HT012518715
990141040430206441	RPB107t931586		TT001199812
990047976590206441	RPB107t931587		HT001357551
990049416370206441	RPB107t931595		HT004979480
990141039150206441	RPB107t931624		TT001199684
990141039030206441	RPB107t931662		TT001199672
990049415110206441	RPB107t931664		HT004976687
990104079080206441	RPB107t931665	725689-9	HT012255355
990106477720206441	RPB107t931714	1171730-0	HT012495219
990106661470206441	RPB107t931715	1195593-4	HT012513594
990106611580206441	RPB107t931716	1188767-9	HT012508605
990106699260206441	RPB107t931717	1200432-7	HT012517373
990106697570206441	RPB107t931718	1200186-7	HT012517204
990106710800206441	RPB107t931719	1201992-6	HT012518527
990056135130206441	RPB107t931720	1197758-9	HT007066171
990055878400206441	RPB107t931721	1030912-3	HT007035926
990106216080206441	RPB107t931722	1138332-X	HT012469055
990101814960206441	RPB107t931723	11535-6	HT012028943
990108037980206441	RPB107t931724	1394442-3	HT012651245
990141040350206441	RPB107t931885		TT001199804
990048776470206441	RPB107t931890		HT003446286
990048741400206441	RPB107t931893		HT003356085
990105887390206441	RPB107t931919	1093111-9	HT012436186
990141040600206441	RPB107t932072		TT001199829
990105169560206441	RPB107t933333	991059-1	HT012364403
990141034230206441	RPB107t940773		TT001199193
990141045450206441	RPB107t940803		TT001200313
990166752990206441	RPB107t940818		TT002460470
990141033660206441	RPB107t940962		TT001199136
990049789410206441	RPB107t941000		HT006257771
990056923970206441	RPB107t941045		HT004556404
990048636790206441	RPB107t941070		HT003058101
990105982880206441	RPB107t941071	1107154-0	HT012445735
990106952250206441	RPB107t941083	1234369-9	HT012542672
990141041590206441	RPB107t941105		TT001199928
990141027880206441	RPB107t941151		TT001198558
990107232210206441	RPB107t941198	1281365-5	HT012570668
990107232410206441	RPB107t941199	1281389-8	HT012570688
990107233180206441	RPB107t941200	1281479-9	HT012570765
990106634660206441	RPB107t941214	1192049-X	HT012510913
990106436130206441	RPB107t941229	1166569-5	HT012491060
990141022850206441	RPB107t941231		TT001198056
990141046440206441	RPB107t941233		TT001200412
990049779560206441	RPB107t941248		HT006227832
990107233150206441	RPB107t941251	1281475-1	HT012570762
990124779550206441	RPB107t941267		HT013930141
990125304620206441	RPB107t941269		HT013983229
990049839810206441	RPB107t941288		HT006396366
990142744380206441	RPB107t941521		TT001370151
990141046350206441	RPB107t941609		TT001200403
990141047340206441	RPB107t941711		TT001200502
990141047370206441	RPB107t941729		TT001200505
990106455440206441	RPB107t941730	1168929-8	HT012492991
990049403140206441	RPB107t941938		HT004948762
990141046390206441	RPB107t941951		TT001200407
990052058210206441	RPB107t950050		HT010500594
990106974420206441	RPB107t950926	1237398-9	HT012544889
990141048110206441	RPB107t950951		TT001200579
990141047070206441	RPB107t950954		TT001200475
990141025840206441	RPB107t950966		TT001198355
990054631030206441	RPB107t950969	1239489-0	HT006712102
990048808020206441	RPB107t950973		HT003526071
990107456540206441	RPB107t950981	1314730-4	HT012593101
990107437950206441	RPB107t950982	1312299-X	HT012591242
990107441140206441	RPB107t950983	1312781-0	HT012591561
990107440560206441	RPB107t950985	1312701-9	HT012591503
990056405610206441	RPB107t950988	921102-0	HT007606016
990107456550206441	RPB107t950989	1314732-8	HT012593102
990106899040206441	RPB107t950993	1227269-3	HT012537351
990056231290206441	RPB107t950994	1309709-X	HT007164085
990141046940206441	RPB107t950996		TT001200462
990141034050206441	RPB107t951000		TT001199175
990106662300206441	RPB107t951009	1195706-2	HT012513677
990107140200206441	RPB107t951076	1267003-0	HT012561467
990107232470206441	RPB107t951078	1281395-3	HT012570694
990107361890206441	RPB107t951079	1302593-4	HT012583636
990107364040206441	RPB107t951081	1302862-5	HT012583851
990107423840206441	RPB107t951084	1310497-4	HT012589831
990107286420206441	RPB107t951085	1288985-4	HT012576089
990107362110206441	RPB107t951086	1302623-9	HT012583658
990107362140206441	RPB107t951087	1302626-4	HT012583661
990107362050206441	RPB107t951088	1302613-6	HT012583652
990107292200206441	RPB107t951096	1289785-1	HT012576667
990107232430206441	RPB107t951097	1281391-6	HT012570690
990106679430206441	RPB107t951098	1197897-1	HT012515390
990107286300206441	RPB107t951099	1288973-8	HT012576077
990107139820206441	RPB107t951102	1266960-X	HT012561429
990107399920206441	RPB107t951106	1307486-6	HT012587439
990107426140206441	RPB107t951107	1310822-0	HT012590061
990107377190206441	RPB107t951109	1304563-5	HT012585166
990106957470206441	RPB107t951110	1235074-6	HT012543194
990048462360206441	RPB107t951111		HT002273156
990106893920206441	RPB107t951112	1226605-X	HT012536839
990106893930206441	RPB107t951113	1226606-1	HT012536840
990105859180206441	RPB107t951135	1089093-2	HT012433365
990106571920206441	RPB107t951136	1183729-9	HT012504639
990106238100206441	RPB107t951137	1141244-6	HT012471257
990048747850206441	RPB107t951153		HT003372717
990106918700206441	RPB107t951154	1229876-1	HT012539317
990106669150206441	RPB107t951155	1196553-8	HT012514362
990106897840206441	RPB107t951156	1227120-2	HT012537231
990107269070206441	RPB107t951167	1286407-9	HT012574354
990107381640206441	RPB107t951169	1305101-5	HT012585611
990107361250206441	RPB107t951170	1302504-1	HT012583572
990107361270206441	RPB107t951171	1302506-5	HT012583574
990107424100206441	RPB107t951175	1310551-6	HT012589857
990174270630206441	RPB107t951190	2490335-8	HT015911025
990141040460206441	RPB107t951206		TT001199815
990107527220206441	RPB107t951254	1325118-1	HT012600169
990107267200206441	RPB107t951255	1286134-0	HT012574167
990107527610206441	RPB107t951256	1325179-X	HT012600208
990107527830206441	RPB107t951257	1325213-6	HT012600230
990107538690206441	RPB107t951266	1326644-5	HT012601316
990107538730206441	RPB107t951267	1326653-6	HT012601320
990141054480206441	RPB107t951282		TT001201215
990049930170206441	RPB107t951284		HT006663913
990118463140206441	RPB107t951316		HT013522504
990056930080206441	RPB107t951323		HT005021200
990107556000206441	RPB107t951340	1328942-1	HT012603047
990107537160206441	RPB107t951341	1326455-2	HT012601163
990107527440206441	RPB107t951342	1325153-3	HT012600191
990107538680206441	RPB107t951343	1326642-1	HT012601315
990107527180206441	RPB107t951344	1325111-9	HT012600165
990107527400206441	RPB107t951345	1325146-6	HT012600187
990106567460206441	RPB107t951346	1183158-3	HT012504193
990107256280206441	RPB107t951347	1284701-X	HT012573075
990107256470206441	RPB107t951348	1284721-5	HT012573094
990107256480206441	RPB107t951349	1284722-7	HT012573095
990141048200206441	RPB107t951351		TT001200588
990107363630206441	RPB107t951353	1302811-X	HT012583810
990107379720206441	RPB107t951354	1304875-2	HT012585419
990107292680206441	RPB107t951355	1289855-7	HT012576715
990107286350206441	RPB107t951356	1288978-7	HT012576082
990107381700206441	RPB107t951357	1305110-6	HT012585617
990107397900206441	RPB107t951358	1307256-0	HT012587237
990107426000206441	RPB107t951359	1310803-7	HT012590047
990106886200206441	RPB107t951360	1225621-3	HT012536067
990141056260206441	RPB107t951391		TT001201393
990141042240206441	RPB107t951393		TT001199993
990141047690206441	RPB107t951396		TT001200537
990107281920206441	RPB107t951404	1288367-0	HT012575639
990141044670206441	RPB107t951408		TT001200235
990106407910206441	RPB107t951432	1163092-9	HT012488238
990106407810206441	RPB107t951433	1163078-4	HT012488228
990106898620206441	RPB107t951434	1227219-X	HT012537309
990106652860206441	RPB107t951439	1194351-8	HT012512733
990105972130206441	RPB107t951448	1105302-1	HT012444660
990055998870206441	RPB107t951450	1097513-5	HT007050130
990105848940206441	RPB107t951454	1087772-1	HT012432341
990106951140206441	RPB107t951455	1234238-5	HT012542561
990105935880206441	RPB107t951463	1100200-1	HT012441035
990106774410206441	RPB107t951484	1210597-1	HT012524888
990049003210206441	RPB107t951498		HT003995378
990106958170206441	RPB107t951499	1235177-5	HT012543264
990106958160206441	RPB107t951500	1235176-3	HT012543263
990106958070206441	RPB107t951502	1235162-3	HT012543254
990141047510206441	RPB107t951523		TT001200519
990056101200206441	RPB107t951524	1171408-6	HT007062303
990056037940206441	RPB107t951525	1122608-0	HT007054813
990141024640206441	RPB107t951677		TT001198235
990141052800206441	RPB107t951678		TT001201047
990107296870206441	RPB107t951724	1290458-2	HT012577134
990056915770206441	RPB107t951748		HT004202627
990141054610206441	RPB107t951760		TT001201228
990107274840206441	RPB107t952101	1287342-1	HT012574931
990056174090206441	RPB107t952133	1222256-2	HT007070634
990050017580206441	RPB107t952141		HT007088305
990054598840206441	RPB107t952204	1199310-8	HT006353920
990107599390206441	RPB107t952305	1334744-5	HT012607386
990141052000206441	RPB107t952310		TT001200968
990141047380206441	RPB107t952318		TT001200506
990141047380206441	RPB107t952319		TT001200506
990107332400206441	RPB107t952324	1295112-2	HT012580687
990107605270206441	RPB107t952326	1335480-2	HT012607974
990107566930206441	RPB107t952328	1330465-3	HT012604140
990104074930206441	RPB107t952329	725167-1	HT012254940
990141056500206441	RPB107t952336		TT001201417
990104975760206441	RPB107t952338	917173-3	HT012345023
990107575570206441	RPB107t952339	1331622-9	HT012605004
990141053720206441	RPB107t952343		TT001201139
990141055190206441	RPB107t952347		TT001201286
990055916210206441	RPB107t952488	1055163-3	HT007040371
990107315070206441	RPB107t952550	1292854-9	HT012578954
990104085590206441	RPB107t952557	726452-5	HT012256006
990105746960206441	RPB107t952558	1073205-6	HT012422143
990054851600206441	RPB107t952559	218052-2	HT006913791
990056110140206441	RPB107t952560	1179480-X	HT007063317
990105999890206441	RPB107t952809	1109808-9	HT012447436
990141047990206441	RPB107t960047		TT001200567
990141068340206441	RPB107t960386		TT001202600
990049175970206441	RPB107t960523		HT004409773
990141068920206441	RPB107t960821		TT001202658
990141067680206441	RPB107t960909		TT001202534
990056969100206441	RPB107t960930		HT006130455
990141070200206441	RPB107t960965		TT001202786
990107627010206441	RPB107t961006	1338392-9	HT012610148
990105123460206441	RPB107t961007	983936-7	HT012359793
990107653850206441	RPB107t961008	1341831-2	HT012612832
990141055540206441	RPB107t961033		TT001201321
990048647740206441	RPB107t961037		HT003088749
990056976620206441	RPB107t961069		HT006566120
990107634120206441	RPB107t961073	1339370-4	HT012610859
990107654050206441	RPB107t961084	1341856-7	HT012612852
990105321490206441	RPB107t961085	1014964-8	HT012379596
990106490370206441	RPB107t961086	1173299-4	HT012496484
990107271920206441	RPB107t961097	1286830-9	HT012574639
990106470560206441	RPB107t961100	1170780-X	HT012494503
990141056590206441	RPB107t961101		TT001201426
990141046180206441	RPB107t961150		TT001200386
990141048120206441	RPB107t961159		TT001200580
990107273270206441	RPB107t961186	1287069-9	HT012574774
990107788730206441	RPB107t961191	1361399-6	HT012626320
990104076090206441	RPB107t961218	725304-7	HT012255056
990107791060206441	RPB107t961235	1361693-6	HT012626553
990104078020206441	RPB107t961236	725556-1	HT012255249
990104078030206441	RPB107t961237	725557-3	HT012255250
990107659280206441	RPB107t961238	1342542-0	HT012613375
990107659290206441	RPB107t961239	1342543-2	HT012613376
990106389410206441	RPB107t961240	1160634-4	HT012486388
990107763890206441	RPB107t961241	1358181-8	HT012623836
990107639890206441	RPB107t961242	1340051-4	HT012611436
990107639910206441	RPB107t961243	1340053-8	HT012611438
990104076120206441	RPB107t961244	725307-2	HT012255059
990107763480206441	RPB107t961245	1358125-9	HT012623795
990107797130206441	RPB107t961246	1362500-7	HT012627160
990104075400206441	RPB107t961247	725223-7	HT012254987
990055978070206441	RPB107t961248	1087168-8	HT007047716
990107787040206441	RPB107t961250	1361161-6	HT012626151
990107656140206441	RPB107t961335	1342127-X	HT012613061
990141048610206441	RPB107t961347		TT001200629
990107762020206441	RPB107t961395	1357946-0	HT012623649
990050039380206441	RPB107t961403		HT007149407
990107999480206441	RPB107t961412	1389537-0	HT012647395
990141048110206441	RPB107t961413		TT001200579
990056989010206441	RPB107t961454		HT007400377
990141047070206441	RPB107t961497		TT001200475
990141025420206441	RPB107t961731		TT001198313
990051001720206441	RPB107t961839		HT008883696
990050075790206441	RPB107t961868		HT007258939
990048488220206441	RPB107t961911		HT002281207
990049974080206441	RPB107t961932		HT006779834
990141071120206441	RPB107t961935		TT001202878
990141054430206441	RPB107t962253		TT001201210
990141068210206441	RPB107t962330		TT001202587
990050095320206441	RPB107t962363		HT007319865
990050023960206441	RPB107t962442		HT007106099
990048928280206441	RPB107t962470		HT003808082
990141069030206441	RPB107t962608		TT001202669
990141071060206441	RPB107t962681		TT001202872
990130709060206441	RPB107t962701		TT000655532
990141048270206441	RPB107t962745		TT001200595
990107304550206441	RPB107t962747	1291452-6	HT012577902
990056254530206441	RPB107t962749	1310371-4	HT007193863
990107657230206441	RPB107t962750	1342260-1	HT012613170
990107628260206441	RPB107t962751	1338559-8	HT012610273
990107628090206441	RPB107t962752	1338535-5	HT012610256
990106918700206441	RPB107t962753	1229876-1	HT012539317
990107747780206441	RPB107t962754	1356151-0	HT012622225
990106070090206441	RPB107t962755	1118844-3	HT012454456
990107536410206441	RPB107t962756	1326355-9	HT012601088
990107536440206441	RPB107t962757	1326358-4	HT012601091
990107536470206441	RPB107t962758	1326363-8	HT012601094
990141054600206441	RPB107t962759		TT001201227
990106860520206441	RPB107t962764	1222224-0	HT012533499
990108038170206441	RPB107t962765	1394467-8	HT012651264
990107584350206441	RPB107t962842	1332732-X	HT012605882
990106469880206441	RPB107t962844	1170698-3	HT012494435
990105670260206441	RPB107t962845	1062006-0	HT012414473
990107639790206441	RPB107t962849	1340039-3	HT012611426
990141057320206441	RPB107t962862		TT001201498
990107610570206441	RPB107t962881	1336239-2	HT012608504
990103754630206441	RPB107t962882	562855-6	HT012222910
990103754730206441	RPB107t962883	562867-2	HT012222920
990107610680206441	RPB107t962884	1336251-3	HT012608515
990195113080206441	RPB107t970944		HT017595919
990108030070206441	RPB107t971010	1393481-8	HT012650454
990141067690206441	RPB107t971027		TT001202535
990049110190206441	RPB107t971028		HT004240550
990141072000206441	RPB107t971063		TT001202966
990108034480206441	RPB107t971078	1394013-2	HT012650895
990108034350206441	RPB107t971079	1393991-9	HT012650882
990107927700206441	RPB107t971080	1380528-9	HT012640217
990108034500206441	RPB107t971081	1394016-8	HT012650897
990108095300206441	RPB107t971098	1402003-8	HT012656977
990108199260206441	RPB107t971109	1415084-0	HT012667373
990050192660206441	RPB107t971115		HT007614782
990108136530206441	RPB107t971116	1407307-9	HT012661100
990106818960206441	RPB107t971125	1216644-3	HT012529343
990141021140206441	RPB107t971193		TT001197885
990049927050206441	RPB107t971194		HT006655348
990141048110206441	RPB107t971203		TT001200579
990141088080206441	RPB107t971213		TT001204574
990141656950206441			TT001261461
990108264300206441	RPB107t971234	1423205-4	HT012673877
990141048120206441	RPB107t971257		TT001200580
990108201420206441	RPB107t971262	1415340-3	HT012667589
990108205300206441	RPB107t971269	1415801-2	HT012667977
990108178920206441	RPB107t971270	1412532-8	HT012665339
990108274660206441	RPB107t971272	1424489-5	HT012674913
990104087960206441	RPB107t971273	726780-0	HT012256243
990107635850206441	RPB107t971300	1339577-4	HT012611032
990108199010206441	RPB107t971303	1415059-1	HT012667348
990108099760206441	RPB107t971304	1402584-X	HT012657423
990108095890206441	RPB107t971306	1402086-5	HT012657036
990108151330206441	RPB107t971309	1409150-1	HT012662580
990108167660206441	RPB107t971310	1411186-X	HT012664213
990106712850206441	RPB107t971311	1202258-5	HT012518732
990108054560206441	RPB107t971312	1396596-7	HT012652903
990108234610206441	RPB107t971315	1419441-7	HT012670908
990106311980206441	RPB107t971316	1150769-X	HT012478645
990056478410206441	RPB107t971317	1410007-1	HT008170968
990056723400206441	RPB107t971318	1410004-6	HT011155456
990107574870206441	RPB107t971320	1331541-9	HT012604934
990105842870206441	RPB107t971321	1086960-8	HT012431734
990104069030206441	RPB107t971323	721666-X	HT012254350
990104070330206441	RPB107t971324	722114-9	HT012254480
990106753960206441	RPB107t971325	1207618-1	HT012522843
990108331620206441	RPB107t971326	1431522-1	HT012680609
990106855350206441	RPB107t971327	1221518-1	HT012532982
990141091610206441	RPB107t971328		TT001204927
990107250920206441	RPB107t971329	1283829-9	HT012572539
990141066120206441	RPB107t971330		TT001202378
990107790900206441	RPB107t971331	1361674-2	HT012626537
990108107830206441	RPB107t971332	1403660-5	HT012658230
990056989180206441	RPB107t971334		HT007408068
990107140850206441	RPB107t971338	1267089-3	HT012561532
990106974660206441	RPB107t971339	1237429-5	HT012544913
990106836700206441	RPB107t971340	1219039-1	HT012531117
990107527450206441	RPB107t971344	1325155-7	HT012600192
990108331720206441	RPB107t971345	1431534-8	HT012680619
990108332790206441	RPB107t971346	1431672-9	HT012680726
990107640350206441	RPB107t971353	1340106-3	HT012611482
990056538380206441	RPB107t971355	1414849-3	HT008878182
990108016340206441	RPB107t971357	1391723-7	HT012649081
990055639960206441	RPB107t971361	726420-3	HT007006439
990107920120206441	RPB107t971362	1379578-8	HT012639459
990108202060206441	RPB107t971363	1415419-5	HT012667653
990104074540206441	RPB107t971367	725123-3	HT012254901
990107600960206441	RPB107t971368	1334930-2	HT012607543
990107601510206441	RPB107t971369	1334988-0	HT012607598
990104076810206441	RPB107t971370	725397-7	HT012255128
990104075390206441	RPB107t971371	725222-5	HT012254986
990056572280206441	RPB107t971372	1410602-4	HT009129834
990056687660206441	RPB107t971374	900260-1	HT010848724
990106181000206441	RPB107t971376	1133448-4	HT012465547
990048998980206441	RPB107t971379		HT003983484
990108045340206441	RPB107t971381	1395411-8	HT012651981
990056883230206441	RPB107t971391		HT002869292
990108348220206441	RPB107t971393	1433543-8	HT012682269
990103794230206441	RPB107t971438	569414-0	HT012226870
990141048200206441	RPB107t971647		TT001200588
990050150560206441	RPB107t971669		HT007484550
990108359230206441	RPB107t971673	1434900-0	HT012683370
990108359260206441	RPB107t971676	1434907-3	HT012683373
990108359280206441	RPB107t971677	1434910-3	HT012683375
990141077040206441	RPB107t971705		TT001203470
990108316600206441	RPB107t971787	1429708-5	HT012679107
990108382090206441	RPB107t971790	1437739-1	HT012685656
990108167540206441	RPB107t971791	1411169-X	HT012664201
990057036130206441	RPB107t971860		HT008268122
990108432270206441	RPB107t971877	1444109-3	HT012690674
990108431810206441	RPB107t971878	1444055-6	HT012690628
990108434770206441	RPB107t971879	1444472-0	HT012690924
990108381700206441	RPB107t971881	1437690-8	HT012685617
990108429050206441	RPB107t971882	1443674-7	HT012690352
990108429170206441	RPB107t971883	1443693-0	HT012690364
990108380780206441	RPB107t971893	1437579-5	HT012685525
990054592790206441	RPB107t971894	725268-7	HT006290212
990056978460206441	RPB107t971896		HT006672433
990141092360206441	RPB107t971920		TT001205002
990121882800206441	RPB107t972033		HT013868587
990116304260206441	RPB107t972055	2074873-5	HT013305721
990049175970206441	RPB107t972088		HT004409773
990055796470206441	RPB107t972106	961019-4	HT007026166
990108340920206441	RPB107t972112	1432648-6	HT012681539
990108392470206441	RPB107t972113	1439023-1	HT012686694
990108018080206441	RPB107t972115	1391934-9	HT012649255
990108018290206441	RPB107t972116	1391961-1	HT012649276
990108038170206441	RPB107t972118	1394467-8	HT012651264
990108038200206441	RPB107t972119	1394470-8	HT012651267
990107896680206441	RPB107t972120	1376546-2	HT012637115
990107896840206441	RPB107t972121	1376563-2	HT012637131
990108184720206441	RPB107t972122	1413273-4	HT012665919
990108318840206441	RPB107t972125	1429968-9	HT012679331
990108265540206441	RPB107t972129	1423355-1	HT012674001
990107985040206441	RPB107t972131	1387736-7	HT012645951
990105612720206441	RPB107t972132	1053818-5	HT012408719
990108348700206441	RPB107t972133	1433597-9	HT012682317
990108348720206441	RPB107t972134	1433599-2	HT012682319
990108348680206441	RPB107t972135	1433595-5	HT012682315
990193674950206441	RPB107t972140	2690589-9	HT017454785
990056389430206441	RPB107t972144	1362680-2	HT007546338
990108380990206441	RPB107t972145	1437605-2	HT012685546
990108382250206441	RPB107t972146	1437759-7	HT012685672
990055290640206441	RPB107t972150	572571-9	HT006965807
990108381620206441	RPB107t972152	1437679-9	HT012685609
990107810900206441	RPB107t972156	1364454-3	HT012628537
990108340890206441	RPB107t972158	1432645-0	HT012681536
990106430950206441	RPB107t972167	1165941-5	HT012490542
990056976620206441	RPB107t972168		HT006566120
990107686620206441	RPB107t972170	1346058-4	HT012616109
990108024430206441	RPB107t972172	1392791-7	HT012649890
990108015580206441	RPB107t972174	1391637-3	HT012649005
990108015610206441	RPB107t972175	1391640-3	HT012649008
990108015640206441	RPB107t972176	1391643-9	HT012649011
990142336380206441	RPB107t972177		TT001329404
990107437500206441	RPB107t972178	1312239-3	HT012591197
990107437490206441	RPB107t972179	1312238-1	HT012591196
990106738700206441	RPB107t972180	1205475-6	HT012521317
990108168720206441	RPB107t972182	1411314-4	HT012664319
990107774520206441	RPB107t972184	1359549-0	HT012624899
990102574370206441	RPB107t972186	225321-5	HT012104884
990108433700206441	RPB107t972187	1444315-6	HT012690817
990107980070206441	RPB107t972188	1387144-4	HT012645454
990049822870206441	RPB107t972307		HT006351402
990141034050206441	RPB107t972511		TT001199175
990141080490206441	RPB107t972532		TT001203815
990141056070206441	RPB107t972546		TT001201374
990141071960206441	RPB107t972947		TT001202962
990125081140206441	RPB107t973047		HT013960662
990107232910206441	RPB107t973094	1281449-0	HT012570738
990104087200206441	RPB107t973095	726662-5	HT012256167
990107003510206441	RPB107t973096	1241192-9	HT012547798
990105722900206441	RPB107t973097	1069445-6	HT012419737
990107141120206441	RPB107t973100	1267121-6	HT012561559
990105733410206441	RPB107t973101	1071053-X	HT012420788
990107952480206441	RPB107t973104	1383706-0	HT012642695
990104079080206441	RPB107t973105	725689-9	HT012255355
990106528280206441	RPB107t973107	1178073-3	HT012500275
990106693250206441	RPB107t973108	1199605-5	HT012516772
990106941910206441	RPB107t973109	1233046-2	HT012541638
990108374830206441	RPB107t973111	1436847-X	HT012684930
990107917800206441	RPB107t973112	1379264-7	HT012639227
990107610260206441	RPB107t973113	1336185-5	HT012608473
990108432180206441	RPB107t973114	1444095-7	HT012690665
990107918080206441	RPB107t973115	1379304-4	HT012639255
990107762720206441	RPB107t973116	1358031-0	HT012623719
990106216310206441	RPB107t973117	1138366-5	HT012469078
990105808610206441	RPB107t973119	1082192-2	HT012428308
990056406360206441	RPB107t973121	1364268-6	HT007606099
990056406350206441	RPB107t973122	1364004-5	HT007606098
990107426410206441	RPB107t973123	1310856-6	HT012590088
990107426410206441	RPB107t973124	1310856-6	HT012590088
990105740120206441	RPB107t973130	1072130-7	HT012421459
990108282830206441	RPB107t973131	1425523-6	HT012675730
990107789260206441	RPB107t973133	1361474-5	HT012626373
990056483720206441	RPB107t973139	1416631-8	HT008188145
990055825580206441	RPB107t973140	983178-2	HT007029666
990108179410206441	RPB107t973141	1412593-6	HT012665388
990106472820206441	RPB107t973142	1171074-3	HT012494729
990105716260206441	RPB107t973143	1068497-9	HT012419073
990105815710206441	RPB107t973144	1083133-2	HT012429018
990108069470206441	RPB107t973152	1398555-3	HT012654394
990108432300206441	RPB107t973156	1444114-7	HT012690677
990106572390206441	RPB107t973158	1183779-2	HT012504686
990107230520206441	RPB107t973159	1281151-8	HT012570499
990107379170206441	RPB107t973160	1304810-7	HT012585364
990106748700206441	RPB107t973161	1206779-9	HT012522317
990106748830206441	RPB107t973162	1206799-4	HT012522330
990056564500206441	RPB107t973165	1096055-7	HT009053868
990056519690206441	RPB107t973180	1425861-4	HT008597109
990056199260206441	RPB107t973181	1241139-5	HT007073553
990106255310206441	RPB107t973182	1143445-4	HT012472978
990106331030206441	RPB107t973183	1153224-5	HT012480550
990106209860206441	RPB107t973184	1137477-9	HT012468433
990106216100206441	RPB107t973185	1138337-9	HT012469057
990118184320206441	RPB107t973187	2091739-9	HT013494757
990107565180206441	RPB107t973188	1330214-0	HT012603965
990106195410206441	RPB107t973189	1135397-1	HT012466988
990107428700206441	RPB107t973190	1311122-X	HT012590317
990141071730206441	RPB107t981104		TT001202939
990141020560206441	RPB107t981111		TT001197827
990057268640206441	RPB107t981266		HT010501037
990141105540206441	RPB107t981417		TT001206320
990141106540206441	RPB107t981418		TT001206420
990108359230206441	RPB107t981504	1434900-0	HT012683370
990104084290206441	RPB107t981506	726287-5	HT012255876
990050095380206441	RPB107t981513		HT007320146
990108024400206441	RPB107t981523	1392785-1	HT012649887
990108448470206441	RPB107t981528	1446247-3	HT012692294
990108443990206441	RPB107t981529	1445663-1	HT012691846
990108444480206441	RPB107t981530	1445722-2	HT012691895
990107789050206441	RPB107t981543	1361444-7	HT012626352
990124857330206441	RPB107t981554		HT013938012
990047976590206441	RPB107t981640		HT001357551
990108403650206441	RPB107t981695	1440501-5	HT012687812
990108523060206441	RPB107t981696	1455799-X	HT012699753
990107437860206441	RPB107t981704	1312289-7	HT012591233
990106583910206441	RPB107t981707	1185271-9	HT012505838
990106480630206441	RPB107t981708	1172107-8	HT012495510
990105470370206441	RPB107t981709	1034339-8	HT012394484
990104086060206441	RPB107t981710	726506-2	HT012256053
990104085840206441	RPB107t981715	726483-5	HT012256031
990104085700206441	RPB107t981716	726467-7	HT012256017
990107556000206441	RPB107t981718	1328942-1	HT012603047
990102577030206441	RPB107t981719	225894-8	HT012105150
990106066380206441	RPB107t981720	1118383-4	HT012454085
990105374590206441	RPB107t981721	1022036-7	HT012384906
990108203670206441	RPB107t981722	1415607-6	HT012667814
990105527100206441	RPB107t981723	1041605-5	HT012400157
990141090960206441	RPB107t981737		TT001204862
990141073610206441	RPB107t981758		TT001203127
990108357180206441	RPB107t981819	1434649-7	HT012683165
990108546380206441	RPB107t981827	1458792-0	HT012702085
990108546400206441	RPB107t981828	1458794-4	HT012702087
990056629700206441	RPB107t981829	1361175-6	HT010080518
990108205810206441	RPB107t981895	1415859-0	HT012668028
990108568290206441	RPB107t981946	1461724-9	HT012704276
990108569300206441	RPB107t981947	1461859-X	HT012704377
990108567660206441	RPB107t981948	1461619-1	HT012704213
990108568840206441	RPB107t981949	1461787-0	HT012704331
990108202470206441	RPB107t981952	1415474-2	HT012667694
990108202580206441	RPB107t981953	1415485-7	HT012667705
990056441440206441	RPB107t981967	1401083-5	HT007908630
990108384990206441	RPB107t982004	1438099-7	HT012685946
990108419990206441	RPB107t982044	1442565-8	HT012689446
990108578610206441	RPB107t982047	1463167-2	HT012705308
990108595990206441	RPB107t982048	1465523-8	HT012707046
990105939090206441	RPB107t982049	1100657-2	HT012441356
990050019620206441	RPB107t982050		HT007094689
990106011330206441	RPB107t982054	1111362-5	HT012448580
990108455940206441	RPB107t982057	1447270-3	HT012693041
990056784180206441	RPB107t982058		HT008812932
990141093230206441	RPB107t982093		TT001205089
990141092890206441	RPB107t982107		TT001205055
990106059520206441	RPB107t982157	1117500-X	HT012453399
990108593120206441	RPB107t982169	1465146-4	HT012706759
990108594070206441	RPB107t982173	1465263-8	HT012706854
990108578320206441	RPB107t982178	1463125-8	HT012705279
990108454810206441	RPB107t982190	1447104-8	HT012692928
990108591750206441	RPB107t982191	1464954-8	HT012706622
990108577330206441	RPB107t982192	1462983-5	HT012705180
990108579470206441	RPB107t982194	1463288-3	HT012705394
990108580180206441	RPB107t982195	1463388-7	HT012705465
990108577310206441	RPB107t982196	1462979-3	HT012705178
990108589450206441	RPB107t982197	1464662-6	HT012706392
990108589470206441	RPB107t982198	1464664-X	HT012706394
990107537260206441	RPB107t982221	1326470-9	HT012601173
990141092750206441	RPB107t982234		TT001205041
990141102490206441	RPB107t982241		TT001206015
990141047070206441	RPB107t982285		TT001200475
990108631900206441	RPB107t982289	1470255-1	HT012710637
990108628790206441	RPB107t982291	1469837-7	HT012710326
990108634610206441	RPB107t982292	1470596-5	HT012710908
990151582000206441	RPB107t982293	2241237-2	HT014779384
990108215030206441	RPB107t982294	1417010-3	HT012668950
990108629980206441	RPB107t982295	1469987-4	HT012710445
990108633030206441	RPB107t982296	1470395-6	HT012710750
990108612110206441	RPB107t982297	1467656-4	HT012708658
990108631850206441	RPB107t982298	1470249-6	HT012710632
990108645790206441	RPB107t982299	1472109-0	HT012712026
