almaMmsId	rpbId	hbzId	zdbId
990226474800206441	RPB929t082447	2945636-8	HT019839679
990164761780206441	RPB929t082449		HT015433729
990048127460206441	RPB929t082458		HT001385113
990166505860206441	RPB929t082473		HT015541535
990166626310206441	RPB929t082534	2429583-8	HT015553736
990166999980206441	RPB929t082535	2432189-8	HT015570459
990055899300206441	RPB929t082536	1047249-6	HT007038348
990119237730206441	RPB929t082537	2103048-0	HT013600928
990153879320206441	RPB929t082538	2243688-1	HT014799791
990166456660206441	RPB929t082551	2426953-0	HT015538319
990048806820206441	RPB929t082567		HT003523066
990166560960206441	RPB929t082571		HT015547113
990054618430206441	RPB929t082617	1177893-3	HT006534543
990055473180206441	RPB929t082618	624791-X	HT006987154
990166312670206441	RPB929t082683		HT015523760
990166312490206441	RPB929t082695		HT015523742
990166312010206441	RPB929t082697		HT015523694
990167156930206441	RPB929t082764	2433525-3	HT015586379
990054290110206441	RPB929t082766	204696-9	HT003106132
990056559790206441	RPB929t082767	1443139-7	HT009003610
990167078990206441	RPB929t082769	2432775-X	HT015578463
990108095710206441	RPB929t082830	1402062-2	HT012657018
990166391720206441	RPB929t082843	2425605-5	HT015531746
990136488210206441	RPB929t082844	2194409-X	HT014433374
990156739230206441	RPB929t082845	2279165-6	HT015059363
990167330590206441	RPB929t082846	2436946-9	HT015603845
990170585140206441	RPB929t083062		HT015615279
990121328410206441	RPB929t083162		HT013812529
990167325860206441	RPB929t083246	2436349-2	HT015603372
990055378150206441	RPB929t083248	606568-5	HT006976262
990056119260206441	RPB929t083249	1186880-6	HT007064344
990159961490206441	RPB929t083250	2387074-6	HT015289115
990167240320206441	RPB929t083251	2434863-6	HT015594800
990056065020206441	RPB929t083256	1140706-2	HT007058029
990151503800206441	RPB929t083464	2239965-3	HT014771475
990155317770206441	RPB929t083518		HT014939718
990194520600206441	RPB929t083544		HT017537230
990056021290206441	RPB929t083696	1109276-2	HT007052773
990151436640206441	RPB929t083697	2239483-7	HT014764698
990050488600206441	RPB929t083800		HT008082215
990170542740206441	RPB929t083922	2438184-6	HT015611712
990170631420206441	RPB929t083925	2440594-2	HT015619737
990170542260206441	RPB929t083927	2438129-9	HT015611664
990055979940206441	RPB929t083929	1088701-5	HT007047951
990164998410206441	RPB929t084188		HT015457655
990055173000206441	RPB929t084207	521091-4	HT006952633
990159617580206441	RPB929t084209	2382558-3	HT015254448
990116522550206441	RPB929t084279		HT013327867
990156765160206441	RPB929t084280		HT015061985
990206335440206441	RPB929t084313		HT018494151
990170541390206441	RPB929t084359	2437990-6	HT015611577
990116788250206441	RPB929t084407		HT013354715
990051190520206441	RPB929t084409		HT009165689
990050199460206441	RPB929t084471		HT007636408
990108921290206441	RPB929t084503		HT012739620
990052461780206441	RPB929t084506		HT011119650
990110283990206441	RPB929t084546		HT012877637
990154168990206441	RPB929t084548		HT014829052
990154599650206441	RPB929t084683	2253900-1	HT014871550
990056153740206441	RPB929t084692	1209616-7	HT007068306
990049554010206441	RPB929t084701		HT005401356
990143453100206441	RPB929t084710	2216391-8	HT014613957
990049842030206441	RPB929t084711		HT006403004
990049843470206441	RPB929t084712		HT006406397
990056065170206441	RPB929t084713	1140862-5	HT007058046
990049851630206441	RPB929t084715		HT006431127
990048183520206441	RPB929t084716		HT001397106
990048506630206441	RPB929t084717		HT002524515
990049866860206441	RPB929t084719		HT006471399
990049869480206441	RPB929t084720		HT006478244
990171723620206441	RPB929t084736	2461756-8	HT015729497
990054177910206441	RPB929t084753	200362-4	HT002206813
990125162040206441	RPB929t084755		HT013968839
990135846170206441	RPB929t084756		HT014368262
990157508070206441	RPB929t084758	2317169-8	HT015129452
990166387280206441	RPB929t084760	2425106-9	HT015531302
990166387220206441	RPB929t084762	2425099-5	HT015531296
990171155420206441	RPB929t084764	2450468-3	HT015672905
990049012670206441	RPB929t084773		HT004018809
990049881910206441	RPB929t084774		HT006513397
990056819250206441	RPB929t084776		HT001405257
990056819270206441	RPB929t084777		HT001405259
990171221590206441	RPB929t084798	2451607-7	HT015679370
990171365170206441	RPB929t084804	2454910-1	HT015693477
990049882180206441	RPB929t084805		HT006514212
990049891160206441	RPB929t084806		HT006536590
990049899730206441	RPB929t084817		HT006560788
990056955580206441	RPB929t084821		HT005428853
990056978000206441	RPB929t084824		HT006650482
990049178590206441	RPB929t084828		HT004417148
990051605090206441	RPB929t084829		HT009781565
990049942290206441	RPB929t084830		HT006696763
990049942790206441	RPB929t084831		HT006698086
990048071940206441	RPB929t084832		HT001375066
990049984720206441	RPB929t084833		HT006809178
990056981570206441	RPB929t084834		HT006815729
990048520570206441	RPB929t084835		HT002719882
990049598550206441	RPB929t084841		HT005406709
990048218920206441	RPB929t084842		HT001405730
990049168450206441	RPB929t084849		HT004383153
990049907730206441	RPB929t084852		HT006580433
990049908820206441	RPB929t084855		HT006582938
990050020370206441	RPB929t084859		HT007096436
990050036530206441	RPB929t084888		HT007141584
990049534080206441	RPB929t084891		HT005398995
990051291600206441	RPB929t084901		HT009328594
990050044230206441	RPB929t084902		HT007162065
990050051540206441	RPB929t084914		HT007183322
990050292050206441	RPB929t084915		HT007762563
990048237490206441	RPB929t084916		HT001411998
990171626620206441	RPB929t084918	2459259-6	HT015719642
990056524380206441	RPB929t084928	1420525-7	HT008610852
990048885770206441	RPB929t084937		HT003706857
990047661590206441	RPB929t084951		HT000887616
990047661600206441	RPB929t084952		HT000887617
990047661610206441	RPB929t084953		HT000887618
990047661630206441	RPB929t084998		HT000887620
990050015380206441	RPB929t085006		HT007082827
990056272820206441	RPB929t085020	1324404-8	HT007195845
990056711840206441	RPB929t085099	1497732-1	HT011124440
990170889740206441	RPB929t085133		HT015645943
990170889460206441	RPB929t085134		HT015645915
990171963470206441	RPB929t085152		HT015753764
990171541660206441	RPB929t085237	2458968-8	HT015711346
990154201920206441	RPB929t085243	2248195-3	HT014832385
990171010870206441	RPB929t085257	2448102-6	HT015658231
990171541700206441	RPB929t085262	2458973-1	HT015711350
990048458580206441	RPB929t085290		HT002272188
990048805320206441	RPB929t085291		HT003518956
990050023800206441	RPB929t085292		HT007105770
990048153670206441	RPB929t085293		HT001389912
990167243770206441	RPB929t085294	2435259-7	HT015595145
990171920230206441	RPB929t085295	2465511-9	HT015749371
990171638990206441	RPB929t085296	2460658-3	HT015720879
990171222460206441	RPB929t085303	2451733-1	HT015679457
990171223190206441	RPB929t085304	2451809-8	HT015679530
990171544760206441	RPB929t085306		HT015711658
990159961280206441	RPB929t085315	2386940-9	HT015289094
990056203180206441	RPB929t085316	1282633-9	HT007073999
990160538930206441	RPB929t085317	2395827-3	HT015347026
990171920280206441	RPB929t090080	2465517-X	HT015749376
990134180300206441	RPB929t090088		HT014288650
990191347980206441	RPB929t090107		HT017226657
990167161200206441	RPB929t090115	2434058-3	HT015586806
990124651190206441	RPB929t090120	2132660-5	HT013917151
990171996740206441	RPB929t090121	2466332-3	HT015757134
990116300960206441	RPB929t090152	2074528-X	HT013305391
990172090340206441	RPB929t090156	2467502-7	HT015766609
990056214350206441	RPB929t090166	1288222-7	HT007075215
990056426140206441	RPB929t090167	1396427-6	HT007719682
990112727360206441	RPB929t090177	2034041-2	HT012945353
990056143490206441	RPB929t090232	1204628-0	HT007067127
990113927190206441	RPB929t090234	2049885-8	HT013066010
990105963990206441	RPB929t090235	1104191-2	HT012443846
990113927240206441	RPB929t090236	2049890-1	HT013066015
990118807360206441	RPB929t090237	2096207-1	HT013557396
990173179480206441	RPB929t090286		HT015802453
990121322880206441	RPB929t090312		HT013811966
990054816530206441	RPB929t090373	207060-1	HT006908947
990114570080206441	RPB929t090374	2055564-7	HT013130778
990172077950206441	RPB929t090519		HT015765363
990054284290206441	RPB929t090529	202889-X	HT003069821
990155402710206441	RPB929t090530	2264224-9	HT014948257
990131934520206441	RPB929t090590	2148928-2	HT014061389
990131934440206441	RPB929t090591	2148920-8	HT014061381
990136490010206441	RPB929t090592	2194592-5	HT014433554
990055856170206441	RPB929t090593	1014698-2	HT007033310
990108260270206441	RPB929t090594	1422673-X	HT012673474
990154658870206441	RPB929t090600	2254197-4	HT014877548
990171532210206441	RPB929t090611	2457849-6	HT015710401
990173170720206441	RPB929t090612	2473076-2	HT015801570
990171822150206441	RPB929t090615	2463624-1	HT015739453
990173583860206441	RPB929t090645	2480022-3	HT015842236
990056555080206441	RPB929t090657	1441052-7	HT008952466
990172976860206441	RPB929t090660	2470323-0	HT015783249
990173556220206441	RPB929t090750		HT015839452
990125025160206441	RPB929t090827	2138307-8	HT013954984
990155841550206441	RPB929t090856	2269189-3	HT014992563
990173489190206441	RPB929t090857	2477582-4	HT015833579
990173558610206441	RPB929t090957		HT015839695
990173768120206441	RPB929t090994		HT015860659
990171963310206441	RPB929t091001		HT015753748
990173263660206441	RPB929t091062	2474341-0	HT015810693
990159834020206441	RPB929t091219	2385353-0	HT015276396
990173724650206441	RPB929t091230	2481768-5	HT015856275
990171155400206441	RPB929t091715	2450466-X	HT015672903
990158971490206441	RPB929t091721	2365039-4	HT015189158
990173642480206441	RPB929t091726	2480629-8	HT015847971
990173954860206441	RPB929t091729	2485808-0	HT015879090
990166539650206441	RPB929t091731	2427625-X	HT015544956
990173263390206441	RPB929t091732	2474313-6	HT015810666
990173573490206441	RPB929t091733	2478797-8	HT015841199
990108627200206441	RPB929t091734	1469647-2	HT012710167
990172081820206441	RPB929t091769		HT015765753
990166544090206441	RPB929t091854	2428176-1	HT015545400
990134215190206441	RPB929t091857	2177843-7	HT014292200
990171155490206441	RPB929t094467	2450476-2	HT015672912
990175967690206441	RPB929t095313	2508097-0	HT016017396
990136041660206441	RPB929t095842	2189310-X	HT014388022
990132902680206441	RPB929t100987		HT014159452
990132902680206441	RPB929t100988		HT014159452
990132902680206441	RPB929t100989		HT014159452
990144615920206441	RPB929t101284	2224859-6	HT014667842
990054890410206441	RPB929t101285	239362-1	HT006919400
990159268930206441	RPB929t101298	2376106-4	HT015219147
990160224060206441	RPB929t101299	2391332-0	HT015315720
990171909010206441	RPB929t101300	2464153-4	HT015748249
990178527730206441	RPB929t101301	2537691-3	HT016235246
990178527710206441	RPB929t101304	2537688-3	HT016235244
990178334690206441	RPB929t101305	2534916-8	HT016216759
990109169280206441	RPB929t101542		HT012764862
990052242050206441	RPB929t102081		HT010781926
990048629750206441	RPB929t102243		HT003042970
990132811770206441	RPB929t103192	2159642-6	HT014150270
990193979450206441	RPB929t103753		HT017484805
990176032240206441	RPB929t110324	2508573-6	HT016023945
990184027490206441	RPB929t110384	2592539-8	HT016699686
990055164530206441	RPB929t110742	517448-X	HT006951652
990054398330206441	RPB929t110743	517451-X	HT004176739
990144773020206441	RPB929t110770	2227434-0	HT014683710
990155847370206441	RPB929t110771	2269799-8	HT014993145
990164701550206441	RPB929t110772	2407543-7	HT015427643
990056139430206441	RPB929t111930	1201241-5	HT007066670
990187846480206441	RPB929t113850	2617619-1	HT016894229
990187846510206441	RPB929t113851	2617622-1	HT016894232
990132902680206441	RPB929t113936		HT014159452
990190020730206441	RPB929t120048	2644190-1	HT017097494
990190025140206441	RPB929t120167	2644660-1	HT017097935
990048937370206441	RPB929t120876		HT003830924
990181798760206441	RPB929t112215		CT001001465
990017556500206441	RPB929t112216		HT004440191
990186774250206441	RPB929t112245		HT016789340
990186774310206441	RPB929t112247		HT016789345
990180609280206441	RPB929t112262		CT003001291
990187145760206441	RPB929t112282		HT016825985
990042083600206441	RPB929t112285		HT010098252
990187363830206441	RPB929t112312		HT016846642
990187028750206441	RPB929t112366	2606717-1	HT016814360
990125434470206441	RPB929t112391		HT013996365
990187209590206441	RPB929t112418		HT016831953
990186945210206441	RPB929t112487		HT016805990
990184675320206441	RPB929t112488		HT016761817
990186944830206441	RPB929t112509		HT016805951
990187073110206441	RPB929t112549		HT016818801
990187464200206441	RPB929t112579		HT016856771
990187461950206441	RPB929t112580		HT016856545
990186937680206441	RPB929t112613	2606183-1	HT016805230
990183784550206441	RPB929t112630		HT016675937
990187562520206441	RPB929t112635		HT016866510
990187130670206441	RPB929t112692	2608439-9	HT016824470
990187560180206441	RPB929t112844		HT016866273
990187142040206441	RPB929t112847		HT016825609
990187363270206441	RPB929t112880		HT016846585
990187608300206441	RPB929t112884		HT016871083
990186863920206441	RPB929t112893		HT016798283
990184561970206441	RPB929t112894		HT016750561
990187363440206441	RPB929t112899		HT016846603
990187156290206441	RPB929t112912		HT016826675
990181084520206441	RPB929t112928		HT016414782
990187461790206441	RPB929t112938		HT016856527
990187737470206441	RPB929t112944		HT016883356
990187009270206441	RPB929t112945		HT016812408
990179120630206441	RPB929t112948		HT016294812
990187568560206441	RPB929t112959		HT016867124
990187918960206441	RPB929t112961		HT016901506
990187231470206441	RPB929t112962	2609589-0	HT016833968
990187659020206441	RPB929t112973	2614674-5	HT016876144
990187347050206441	RPB929t113001		HT016844952
990187659060206441	RPB929t113064	2614678-2	HT016876148
990187237150206441	RPB929t113065	2610214-6	HT016834536
990187659090206441	RPB929t113066	2614681-2	HT016876151
990187464460206441	RPB929t113150		HT016856797
990184155030206441	RPB929t113159		HT016712440
990187629730206441	RPB929t113162		HT016873198
990182889600206441	RPB929t113169		HT016587890
990182683130206441	RPB929t113191		HT016567705
990187135790206441	RPB929t113215	2609011-9	HT016824982
990187658870206441	RPB929t113216	2614659-9	HT016876129
990187843810206441	RPB929t113244	2617342-6	HT016893962
990187754140206441	RPB929t113251	2616056-0	HT016885032
990187659010206441	RPB929t113252	2614673-3	HT016876143
990187843750206441	RPB929t113253	2617336-0	HT016893956
990187843790206441	RPB929t113257	2617340-2	HT016893960
990187449600206441	RPB929t113290		HT016856385
990187711040206441	RPB929t113294		HT016880736
990187899660206441	RPB929t113307		HT016899559
990187450700206441	RPB929t113310		HT016856389
990187610600206441	RPB929t113314		HT016871284
990187610650206441	RPB929t113315		HT016871290
990186868540206441	RPB929t113326		HT016798750
990031549570206441	RPB929t113360		HT008040191
990187282260206441	RPB929t113396		HT016838899
990188055650206441	RPB929t113397		HT016914541
990188177360206441	RPB929t113419	2622068-4	HT016926591
990140719830206441	RPB929t113463		TT001167764
990187838620206441	RPB929t113568		HT016893460
990188274390206441	RPB929t113570		HT016936289
990188129350206441	RPB929t113577		HT016921817
990052492130206441	RPB929t113585	495037-9	HT006946677
990188444550206441	RPB929t113640		HT016951707
990188146060206441	RPB929t113642		HT016923468
990188133500206441	RPB929t113643		HT016922240
990188233500206441	RPB929t113646		HT016932221
990188234660206441	RPB929t113648		HT016932341
990188226200206441	RPB929t113714		HT016931482
990188226060206441	RPB929t113715		HT016931469
990188495030206441	RPB929t113717		HT016956686
990188495130206441	RPB929t113718		HT016956696
990188225990206441	RPB929t113727		HT016931461
990188226190206441	RPB929t113728		HT016931481
990188243180206441	RPB929t113732		HT016933189
990188444610206441	RPB929t113735		HT016951713
990188131730206441	RPB929t113741		HT016922060
990188133180206441	RPB929t113758		HT016922206
990188445010206441	RPB929t113765		HT016951754
990188444440206441	RPB929t113768		HT016951695
990188475240206441	RPB929t113894		HT016954711
990188347390206441	RPB929t113916		HT016942789
990188274670206441	RPB929t113925		HT016936317
990184839160206441	RPB929t113926		HT016774745
990187890390206441	RPB929t113929		HT016898622
990188162620206441	RPB929t113946		HT016925118
990187434040206441	RPB929t113952		HT016856308
990027189020206441	RPB929t113978		HT007158784
990188341800206441	RPB929t113984	2624055-5	HT016942229
990188341810206441	RPB929t113988	2624056-7	HT016942230
990188159200206441	RPB929t113991		HT016924773
990187866410206441	RPB929t114104		HT016896200
990188423190206441	RPB929t114116	2624728-8	HT016949570
990188720660206441	RPB929t114119	2628437-6	HT016973783
990188303210206441	RPB929t114120		HT016939076
990188549540206441	RPB929t114149		HT016962073
990188450990206441	RPB929t114152		HT016952361
990188335240206441	RPB929t114155		HT016941616
990178118700206441	RPB929t114166		HT016196139
990174644540206441	RPB929t114208	2494179-7	HT015934540
990174644480206441	RPB929t114209	2494173-6	HT015934534
990188089890206441	RPB929t114211	2620354-6	HT016917878
990188543190206441	RPB929t114281		HT016961453
990188543040206441	RPB929t114329		HT016961438
990184123010206441	RPB929t114382	2593490-9	HT016709221
990056046040206441	RPB929t114384	1128392-0	HT007055804
990189161640206441	RPB929t114408		HT017015456
990189029960206441	RPB929t114468		HT017002490
990189262890206441	RPB929t114533		HT017024461
990189116170206441	RPB929t114536		HT017011010
990187729700206441	RPB929t114559		HT016882593
990174712770206441	RPB929t114621	2495136-5	HT015941448
990188423170206441	RPB929t114673	2624726-4	HT016949568
990188056120206441	RPB929t114702		HT016914588
990188541120206441	RPB929t114708		HT016961240
990189239180206441	RPB929t114729		HT017022439
990189116680206441	RPB929t114732		HT017011061
990188900290206441	RPB929t114735		HT016989751
990055639970206441	RPB929t114793	726460-4	HT007006440
990189170340206441	RPB929t114830		HT017016282
990188888030206441	RPB929t114835		HT016988548
990188900800206441	RPB929t114840		HT016989805
990188914350206441	RPB929t114849		HT016991110
990189051420206441	RPB929t120041	2632331-X	HT017004612
990189116900206441	RPB929t120064		HT017011083
990188952010206441	RPB929t120066	2630922-1	HT016994837
990183421460206441	RPB929t120067	2586326-5	HT016640215
990189815590206441	RPB929t120068		HT017078429
990189814850206441	RPB929t120070		HT017078351
990189813360206441	RPB929t120072		HT017078200
990189169380206441	RPB929t120132		HT017016187
990189383770206441	RPB929t120137		HT017036430
990188913630206441	RPB929t120140		HT016991036
990188913770206441	RPB929t120150		HT016991050
990189117420206441	RPB929t120152		HT017011137
990189431390206441	RPB929t120155		HT017041296
990189496690206441	RPB929t120203	2637748-2	HT017047625
990189866480206441	RPB929t120210		HT017083286
990189084430206441	RPB929t120212		HT017007867
990189682170206441	RPB929t120222	2639669-5	HT017065068
990189682180206441	RPB929t120223	2639670-1	HT017065069
990189684500206441	RPB929t120232	2639946-5	HT017065301
990189208510206441	RPB929t120242	2634393-9	HT017019397
990133010790206441	RPB929t120246	2157200-8	HT014170333
990055847080206441	RPB929t120247	1008559-2	HT007032207
990189496600206441	RPB929t120270	2637739-1	HT017047616
990190059830206441	RPB929t120380		HT017101399
990189755760206441	RPB929t120412		HT017072456
990056577620206441	RPB929t120545	1448741-X	HT009134753
990113574520206441	RPB929t120551	2048495-1	HT013030563
990190426220206441	RPB929t120644		HT017137001
990135929510206441	RPB929t120668		HT014376685
990188631010206441	RPB929t120677		HT016970223
990040514660206441	RPB929t120682		HT009788618
990140956000206441	RPB929t120683		TT001191374
990180985120206441	RPB929t120691		HT016404804
990190469200206441	RPB929t120711		HT017141299
990190482200206441	RPB929t120720		HT017141902
990190413350206441	RPB929t120755		HT017135741
990189534840206441	RPB929t120790		HT017051307
990189534910206441	RPB929t120793		HT017051315
990188990540206441	RPB929t120803		HT016998685
990188777910206441	RPB929t120807		HT016979418
990190436070206441	RPB929t120847	2645263-7	HT017137982
990189932910206441	RPB929t120868	2643340-0	HT017089001
990190443040206441	RPB929t120885	2650093-0	HT017138679
990016944060206441	RPB929t120888		HT004317730
990190188340206441	RPB929t120897	2647088-3	HT017114051
990173529440206441	RPB929t120905		HT015837157
990037898380206441	RPB929t120906		HT009285021
990189535500206441	RPB929t120922		HT017051377
990037195030206441	RPB929t120925		HT009158331
990190580920206441	RPB929t120926		HT017151589
990181036840206441	RPB929t120973		HT016410001
990012613890206441	RPB929t120993		HT003375015
990189883250206441	RPB929t121021		HT017084973
990177067080206441	RPB929t121028		HT016101532
990032480090206441	RPB929t121037		HT008221216
990190494560206441	RPB929t121083		HT017143137
990190470060206441	RPB929t121111		HT017141386
990190407080206441	RPB929t121115		HT017135107
990190569340206441	RPB929t121142		HT017150446
990190780260206441	RPB929t121178	2653900-7	HT017170970
990189975030206441	RPB929t121184		HT017093223
990189535350206441	RPB929t121194		HT017051363
990190312630206441	RPB929t121203		HT017126376
990189917660206441	RPB929t121220		HT017087497
990189917660206441	RPB929t121222		HT017087497
990189917660206441	RPB929t121223		HT017087497
990189917660206441	RPB929t121224		HT017087497
990189917660206441	RPB929t121225		HT017087497
990189917660206441	RPB929t121227		HT017087497
990189917660206441	RPB929t121228		HT017087497
990189917660206441	RPB929t121230		HT017087497
990190926820206441	RPB929t121249		HT017185353
990190959620206441	RPB929t121251		HT017188610
990190960410206441	RPB929t121255		HT017188690
990190961730206441	RPB929t121258		HT017188825
990190961810206441	RPB929t121259		HT017188833
990190960740206441	RPB929t121261		HT017188724
990190960650206441	RPB929t121263		HT017188715
990190959680206441	RPB929t121264		HT017188616
990190959810206441	RPB929t121266		HT017188629
990190927090206441	RPB929t121268		HT017185380
990190927180206441	RPB929t121270		HT017185390
990190929880206441	RPB929t121271		HT017185664
990190930050206441	RPB929t121272		HT017185681
990190930560206441	RPB929t121275		HT017185735
990056144610206441	RPB929t121355	1205404-5	HT007067247
990056144600206441	RPB929t121357	1205401-X	HT007067246
990049079890206441	RPB929t121365		HT004168148
990189798540206441	RPB929t121370		HT017076704
990190305850206441	RPB929t121394		HT017125721
990190305850206441	RPB929t121395		HT017125721
990190305850206441	RPB929t121396		HT017125721
990190305850206441	RPB929t121401		HT017125721
990188565320206441	RPB929t121419		HT016963640
990189937440206441	RPB929t121432	2643837-9	HT017089454
990190445310206441	RPB929t121440	2650342-6	HT017138906
990056559770206441	RPB929t121455	1443107-5	HT009003608
990180817150206441	RPB929t121492		HT016387933
990020840960206441	RPB929t121515		HT005152383
990058225110206441	RPB929t121517		HT000195779
990191113060206441	RPB929t121531		HT017203400
990191113030206441	RPB929t121532		HT017203396
990191128350206441	RPB929t121540		HT017204926
990010374490206441	RPB929t121603		HT002806084
990191110000206441	RPB929t121635		HT017203089
990007569850206441	RPB929t121897		HT000861245
990191146780206441	RPB929t122031		HT017206792
990191133130206441	RPB929t122037		HT017205408
990191129090206441	RPB929t122046		HT017205002
990191146720206441	RPB929t122075		HT017206786
990191132920206441	RPB929t122086		HT017205386
990191483610206441	RPB929t122137	2662227-0	HT017240358
990056353010206441	RPB929t122138	1360500-8	HT007439392
990109345830206441	RPB929t122148	2020990-3	HT012782748
990190519890206441	RPB929t122150	2650921-0	HT017145502
990191026800206441	RPB929t122152	2657089-0	HT017194752
990190951580206441	RPB929t122153	2656268-6	HT017187805
990191418440206441	RPB929t122154	2660928-9	HT017233769
990183252370206441	RPB929t122155	2583889-1	HT016623494
990190703220206441	RPB929t122165	2652955-5	HT017163271
990191394170206441	RPB929t122168	2658424-4	HT017231342
990191393880206441	RPB929t122170	2658394-X	HT017231313
990191164710206441	RPB929t122178		HT017208585
990189906390206441	RPB929t122191		HT017086385
990189906390206441	RPB929t122195		HT017086385
990189906390206441	RPB929t122198		HT017086385
990190738640206441	RPB929t122235		HT017166808
990033819120206441	RPB929t122236		HT008506616
990189906390206441	RPB929t122237		HT017086385
990189906390206441	RPB929t122241		HT017086385
990189906390206441	RPB929t122244		HT017086385
990189906390206441	RPB929t122245		HT017086385
990191193320206441	RPB929t122254		HT017211452
990191169000206441	RPB929t122272		HT017209020
990190990310206441	RPB929t122281		HT017191133
990191251850206441	RPB929t122289		HT017217388
990191170240206441	RPB929t122290		HT017209146
990191169850206441	RPB929t122291		HT017209105
990189801110206441	RPB929t122295		HT017076964
990178866430206441	RPB929t122301		HT016269171
990189848490206441	RPB929t122304	2642758-8	HT017081675
990191400750206441	RPB929t122308	2659107-8	HT017232000
990190955840206441	RPB929t122310	2656723-4	HT017188231
990191612510206441	RPB929t122436		HT017252936
990191742410206441	RPB929t122496		HT017268475
990191589890206441	RPB929t122603		HT017250649
990191589890206441	RPB929t122607		HT017250649
990191589890206441	RPB929t122608		HT017250649
990191589890206441	RPB929t122611		HT017250649
990191589890206441	RPB929t122613		HT017250649
990191589890206441	RPB929t122614		HT017250649
990191589890206441	RPB929t122617		HT017250649
990191589890206441	RPB929t122618		HT017250649
990191589890206441	RPB929t122619		HT017250649
990191589890206441	RPB929t122620		HT017250649
990191589890206441	RPB929t122623		HT017250649
990189993170206441	RPB929t122701		HT017095031
990191107650206441	RPB929t122737		HT017202853
990191257500206441	RPB929t122749		HT017217963
990190738320206441	RPB929t122753		HT017166777
990191267050206441	RPB929t122759		HT017218929
990191258070206441	RPB929t122763		HT017218020
990191258070206441	RPB929t122768		HT017218020
990191258070206441	RPB929t122771		HT017218020
990191452330206441	RPB929t122789		HT017237197
990188235510206441	RPB929t122791		HT016932426
990184158360206441	RPB929t122792		HT016712778
990191422430206441	RPB929t122814		HT017234169
990192397800206441	RPB929t122825		HT017329865
990191340320206441	RPB929t122827		HT017225883
990191940760206441	RPB929t122832		HT017284947
990191338440206441	RPB929t122833		HT017225694
990191339570206441	RPB929t122838		HT017225808
990191943620206441	RPB929t122842		HT017285237
990191943910206441	RPB929t122845		HT017285266
990191339760206441	RPB929t122853		HT017225828
990191647590206441	RPB929t122855		HT017256516
990191359390206441	RPB929t122861		HT017227815
990191359780206441	RPB929t122865		HT017227853
990191360300206441	RPB929t122869		HT017227906
990191360840206441	RPB929t122872		HT017227960
990191339090206441	RPB929t122877		HT017225761
990191698150206441	RPB929t122906		HT017260812
990191739140206441	RPB929t122910		HT017264896
990192704720206441	RPB929t122952		HT017360071
990192000560206441	RPB929t122963	2668559-0	HT017290964
990192655630206441	RPB929t122965		HT017355158
990188617270206441	RPB929t122973		HT016968852
990192510080206441	RPB929t122979		HT017340627
990191954640206441	RPB929t123014		HT017286355
990191943480206441	RPB929t123017		HT017285223
990192818030206441	RPB929t123031		HT017371332
990191940530206441	RPB929t123033		HT017284923
990192404940206441	RPB929t123039		HT017330569
990191612250206441	RPB929t123048		HT017252908
990191942220206441	RPB929t123064		HT017285095
990192278040206441	RPB929t123077		HT017317896
990192203740206441	RPB929t123080		HT017310512
990192841120206441	RPB929t123082		HT017373639
990192841960206441	RPB929t123083		HT017373717
990055053570206441	RPB929t123088	408684-3	HT006938571
990104999950206441	RPB929t123089	920032-0	HT012347442
990192321660206441	RPB929t123092	2674448-X	HT017322255
990192321750206441	RPB929t123093	2674461-2	HT017322264
990192404070206441	RPB929t123094		HT017330481
990189052280206441	RPB929t123098	2632422-2	HT017004698
990189055180206441	RPB929t123100	2632742-9	HT017004988
990188582640206441	RPB929t123104	2627027-4	HT016965381
990190912730206441	RPB929t123112		HT017183965
990179085030206441	RPB929t123132		HT016291213
990178309330206441	RPB929t123135		HT016214206
990192914240206441	RPB929t123143		HT017380586
990192921450206441	RPB929t123145		HT017381320
990192361900206441	RPB929t123146		HT017326277
990180556990206441	RPB929t123161		HT016362199
990191515460206441	RPB929t123173		HT017243131
990173755580206441	RPB929t123176		HT015859388
990145504250206441	RPB929t123178		TT001495152
990192277750206441	RPB929t123182		HT017317867
990192946610206441	RPB929t123184		HT017383856
990192842520206441	RPB929t123189		HT017373782
990192277970206441	RPB929t123216		HT017317889
990192876120206441	RPB929t123219		HT017376774
990190409300206441	RPB929t123225		HT017135329
990178314440206441	RPB929t123229		HT016214728
990191484230206441	RPB929t123247	2662296-8	HT017240420
990189055160206441	RPB929t123250	2632740-5	HT017004986
990181799800206441	RPB929t123251	2568038-9	HT016481601
990189055380206441	RPB929t123263	2632763-6	HT017005008
990192669370206441	RPB929t123264	2678023-9	HT017356532
990192668620206441	RPB929t123266	2677951-1	HT017356457
990056532520206441	RPB929t123267	1437275-7	HT008744820
990192668680206441	RPB929t123270	2677945-6	HT017356463
990190785510206441	RPB929t123273	2654468-4	HT017171495
990151503610206441	RPB929t123280	2239945-8	HT014771456
990192739840206441	RPB929t123281	2678632-1	HT017363541
990192407440206441	RPB929t123304		HT017330823
990170663180206441	RPB929t123317		HT015622963
990192923590206441	RPB929t123340		HT017381535
990192977090206441	RPB929t123343		HT017386909
990192976990206441	RPB929t123345		HT017386900
990192925130206441	RPB929t123353		HT017381691
990192923720206441	RPB929t123356		HT017381548
990184775580206441	RPB929t123370		HT016771261
990192727290206441	RPB929t123380	2678523-7	HT017362302
