almaMmsId	hbzId	zdbId
990223051280206441; 990167337750206441	HT015604561; HT015604561	2437715-6
990174542250206441; 990170543640206441	HT015611802; HT015611802	2438282-6
990184083410206441; 990170549810206441	HT015612419; HT015612419	2438984-5
990170676740206441; 990170626040206441	HT015619199; HT015619199	2440023-3
990171599720206441; 990170628220206441	HT015619417; HT015619417	2440256-4
990186819400206441; 990170698860206441	HT015626602; HT015626602	2440772-0
990176798810206441; 990170701840206441	HT015626900; HT015626900	2441136-X
990176089650206441; 990170874570206441	HT015644409; HT015644409	2445277-4
990170875570206441; 990182332970206441	2445380-8	HT015644509; HT015644509
990228687050206441; 990170934160206441	2445663-9	HT020060117; HT020060117
990170939780206441; 990177392480206441	2446298-6	HT015651026; HT015651026
990170940320206441; 990183881540206441	2446354-1	HT015651080; HT015651080
990171400080206441; 990170945350206441	HT015651583; HT015651583	2446885-X
990170999900206441; 990176056360206441	2447305-4	HT015657134; HT015657134
990202714220206441; 990171013870206441	HT015658531; HT015658531	2448432-5
990171151080206441; 990177441070206441	2449952-3	HT015672471; HT015672471
990173360720206441; 990171292540206441	HT015686098; HT015686098	2452543-1
990175917680206441; 990171300660206441	HT015686910; HT015686910	2453472-9
990173205210206441; 990171360190206441	HT015692979; HT015692979	2454324-X
990171870060206441; 990171442730206441	HT015701345; HT015701345	2455967-2
990171446590206441; 990219020110206441	2456419-9	HT015701731; HT015701731
990171453950206441; 990190227240206441	HT017117857; HT017117857	2457265-2
990171453990206441; 990218912170206441	2457269-X	HT015702471; HT015702471
990171547440206441; 990171539610206441	HT015711141; HT015711141	2458733-3
990171541040206441; 990172958940206441	2458896-9	HT015711284; HT015711284
990171634660206441; 990192928970206441	2460178-0	HT015720446; HT015720446
990173272950206441; 990171638290206441	HT015720809; HT015720809	2460584-0
990177037280206441; 990171717290206441	HT015728864; HT015728864	2460927-4
990171718760206441; 990189484950206441	2461081-1	HT015729011; HT015729011
990171725850206441; 990171663200206441	2461988-7	HT015729720; HT015729720
990198648670206441; 990171915700206441	HT015748918; HT015748918	2465005-5
990192114680206441; 990171919740206441	HT015749322; HT015749322	2465460-7
990171921250206441; 990173660850206441	2465622-7	HT015749473; HT015749473
990173027890206441; 990171993040206441	HT015756764; HT015756764	2465895-9
990219902500206441; 990171995350206441	HT015756995; HT015756995	2466140-5
990171999550206441; 990173251930206441	2466636-1	HT015757415; HT015757415
990225605500206441; 990172004210206441	HT015757881; HT015757881	2467164-2
990174833670206441; 990172089060206441	HT015766481; HT015766481	2467327-4
990172089620206441; 990172012990206441	2467387-0	HT015766537; HT015766537
990175881510206441; 990172092800206441	HT015766855; HT015766855	2467803-X
990192955040206441; 990172167720206441	HT015774463; HT015774463	2468352-8
990172171190206441; 990189250770206441	2468800-9	HT015774810; HT015774810
990174751540206441; 990172171470206441	HT015774838; HT015774838	2468834-4
990172972340206441; 990177986140206441	2469717-5	HT015782797; HT015782797
990197647630206441; 990172981910206441	HT015783754; HT015783754	2470926-8
990174605940206441; 990173080190206441	HT015792361; HT015792361	2471103-2
990193706400206441; 990173082340206441	HT015792576; HT015792576	2471391-0
990187862490206441; 990173083910206441	HT015792733; HT015792733	2471588-8
990173087560206441; 990218768050206441	2471978-X	HT015793098; HT015793098
990173089120206441; 990173696720206441	2472157-8	HT015793254; HT015793254
990188910320206441; 990173089310206441	HT015793273; HT015793273	2472176-1
990190506320206441; 990173089720206441	HT015793314; HT015793314	2472221-2
990173392930206441; 990173089740206441	HT015793316; HT015793316	2472223-6
990177667180206441; 990173165300206441	HT015801028; HT015801028	2472389-7
990188910600206441; 990173168810206441	HT015801379; HT015801379	2472842-1
990173886270206441; 990173170140206441	HT015801512; HT015801512	2473012-9
990173257010206441; 990223621620206441	2473485-8	HT015810028; HT015810028
990173323740206441; 990187079950206441	2474732-4	HT015816807; HT015816807
990188136580206441; 990173329920206441	HT015817425; HT015817425	2475250-2
990177665030206441; 990173331090206441	HT015817542; HT015817542	2475403-1
990173332220206441; 990175979660206441	2475524-2	HT015817655; HT015817655
990173501980206441; 990173335400206441	HT015817973; HT015817973	2475861-9
990174606700206441; 990173412570206441	HT015825793; HT015825793	2475969-7
990173414910206441; 990175557190206441	2476328-7	HT015826027; HT015826027
990173423820206441; 990194191950206441	2477346-3	HT015826918; HT015826918
99371774568106441; 990173485750206441	HT015833235; HT015833235	2477446-7
990175111650206441; 990173490570206441	HT015833717; HT015833717	2477835-7
990184057870206441; 990173492670206441	HT015833927; HT015833927	2478094-7
990173574770206441; 990217602930206441	2478930-6	HT015841327; HT015841327
990173576990206441; 990176909330206441	2479240-8	HT015841549; HT015841549
990177116790206441; 990173582910206441	HT015842141; HT015842141	2479918-X
990228566980206441; 990173640260206441	HT015847749; HT015847749	2480360-1
990182482060206441; 990173646850206441	HT015848408; HT015848408	2481115-4
990173725280206441; 990174733890206441	2481838-0	HT015856338; HT015856338
990173801810206441; 990173727120206441	HT015856522; HT015856522	2482063-5
990173727250206441; 990175098230206441	2482078-7	HT015856535; HT015856535
990175530150206441; 990173730080206441	HT015856818; HT015856818	2482410-0
990178828740206441; 990173857710206441	HT015869759; HT015869759	2482925-0
990054074820206441; 990134454570206441	2483-1	HT001379310; HT001379310
990173861320206441; 990174972540206441	2483017-3	HT015870120; HT015870120
990175006140206441; 990173873450206441	HT015871333; HT015871333	2484193-6
990193051060206441; 990173876100206441	HT015871598; HT015871598	2484585-1
990173881110206441; 990175783730206441	2485167-X	HT015872099; HT015872099
990177633170206441; 990173883080206441	HT015872296; HT015872296	2485367-7
990173952310206441; 990181837380206441	2485463-3	HT015878835; HT015878835
990195115370206441; 990173957610206441	HT015879365; HT015879365	2486130-3
990176707080206441; 990174043120206441	HT015888008; HT015888008	2487622-7
990174138870206441; 990178063970206441	2488898-9	HT015897698; HT015897698
990212662840206441; 990174188780206441	HT015902738; HT015902738	2489614-7
990181639740206441; 990174190350206441	HT015902895; HT015902895	2489823-5
990174190780206441; 990174511940206441	2489867-3	HT015902938; HT015902938
990174273030206441; 990176884290206441	2490613-X	HT015911265; HT015911265
990174273900206441; 990204105460206441	2490722-4	HT015911352; HT015911352
990174558360206441; 990175694170206441	2492675-9	HT015925828; HT015925828
990186970400206441; 990174558640206441	HT015925856; HT015925856	2492706-5
990174563560206441; 990187273610206441	2493343-0	HT015926348; HT015926348
990191945030206441; 990174644520206441	HT015934538; HT015934538	2494177-3
990174645280206441; 990176801570206441	2494256-X	HT015934614; HT015934614
990204216050206441; 990174709740206441	HT015941145; HT015941145	2494778-7
990227426200206441; 990174714430206441	2495349-0	HT019934675; HT019934675
990183028520206441; 990174926320206441	HT015949878; HT015949878	2496464-5
990174982920206441; 990202927920206441	2496871-7	HT015955613; HT015955613
990176845340206441; 990174983450206441	HT015955666; HT015955666	2496932-1
990174984000206441; 990174939640206441	2496987-4	HT015955721; HT015955721
990174985370206441; 990178785660206441	2497127-3	HT015955858; HT015955858
990176582930206441; 990174987940206441	HT015956115; HT015956115	2497485-7
990176902050206441; 990175046380206441	HT015962034; HT015962034	2498377-9
990175587450206441; 990204740930206441	2499590-3	HT015979782; HT015979782
990175596630206441; 990175589360206441	HT015979973; HT015979973	2499799-7
990176845320206441; 990175589550206441	HT015979992; HT015979992	2499820-5
990175601710206441; 990188627340206441	2500013-5	HT015981220; HT015981220
990175605250206441; 990175631490206441	2500479-7	HT015981574; HT015981574
990175868920206441; 990175605320206441	HT015981581; HT015981581	2500486-4
990175866970206441; 990175605520206441	HT015981601; HT015981601	2500506-6
990175606320206441; 990175532980206441	2500591-1	HT015981681; HT015981681
990180565180206441; 990175608390206441	HT015981888; HT015981888	2500826-2
990175823290206441; 990175609230206441	HT015981972; HT015981972	2500913-8
990179547260206441; 990175614170206441	HT015982466; HT015982466	2501303-8
990175677970206441; 990181876460206441	2502691-4	HT015988913; HT015988913
990176926140206441; 990175679880206441	HT015989104; HT015989104	2502927-7
990184657320206441; 990175680900206441	HT015989206; HT015989206	2503033-4
990175683790206441; 990189315590206441	2503366-9	HT015989495; HT015989495
990175847170206441; 990175759450206441	HT015996839; HT015996839	2504323-7
990175830960206441; 990202221140206441	2505175-1	HT016004061; HT016004061
990181041510206441; 990175828260206441	HT016003791; HT016003791	2505255-X
990182093990206441; 990175836760206441	HT016004641; HT016004641	2505925-7
990175899850206441; 990211686200206441; 990211686570206441	2506516-6	HT016010493; HT016010493; HT016010493
990180799310206441; 990175899970206441	HT016010505; HT016010505	2506528-2
990190565230206441; 990175961530206441	HT016016780; HT016016780	2507366-7
990192938230206441; 990175967120206441	HT016017339; HT016017339	2508035-0
990175969540206441; 990187354270206441	2508291-7	HT016017581; HT016017581
990180773720206441; 990175970140206441	HT016017641; HT016017641	2508357-0
990176038660206441; 990176902620206441	2509342-3	HT016024587; HT016024587
990177796340206441; 990176107000206441	HT016031554; HT016031554	2509596-1
990176110800206441; 990190299100206441	2510040-3	HT016031934; HT016031934
990176111560206441; 990197725160206441	2510119-5	HT016032010; HT016032010
990176442430206441; 990177377690206441	2511563-7	HT016039886; HT016039886
990179437510206441; 990176510750206441	HT016046813; HT016046813	2512259-9
990199125450206441; 990176511950206441	HT016046933; HT016046933	2512405-5
990176513540206441; 990178088170206441	2512567-9	HT016047092; HT016047092
990203310900206441; 990176513730206441	HT016047111; HT016047111	2512586-2
990176603410206441; 990178089530206441	2512808-5	HT016054703; HT016054703
990182967040206441; 990176609870206441	HT016055349; HT016055349	2513617-3
990176863410206441; 990176611310206441	HT016055493; HT016055493	2513769-4
990177572440206441; 990183902640206441	HT016687169; HT016687169	2516519-7
990176896620206441; 990181492020206441	2517577-4	HT016084190; HT016084190
990191341300206441; 990176897780206441	HT016084306; HT016084306	2517698-5
990187906370206441; 990176898120206441	HT016084340; HT016084340	2517734-5
990176974300206441; 990194318520206441	2518607-3	HT016092097; HT016092097
990176979600206441; 990206570620206441	2519180-9	HT016092627; HT016092627
990177057720206441; 990183592900206441	2519697-2	HT016100594; HT016100594
990177058840206441; 990177281590206441	2519827-0	HT016100706; HT016100706
990177061560206441; 990205835570206441	2520132-3	HT016100978; HT016100978
990177157380206441; 990220293320206441	2520751-9	HT016110054; HT016110054
990177162690206441; 990183005640206441	2521325-8	HT016110585; HT016110585
990183036950206441; 990177262110206441	HT016120292; HT016120292	2522747-6
990182833180206441; 990177262420206441	HT016120323; HT016120323	2522779-8
990197593820206441; 990177587940206441	HT016148028; HT016148028	2526012-1
990189749760206441; 990177678060206441	HT016156816; HT016156816	2526583-0
990177678570206441; 990178345530206441	2526637-8	HT016156867; HT016156867
990177680190206441; 990203005590206441	2526903-3	HT016157029; HT016157029
990181038150206441; 990177680220206441	HT016157032; HT016157032	2526906-9
990207261150206441; 990177684600206441	HT016157470; HT016157470	2527424-7
990366035930206441; 990177686010206441	HT016157611; HT016157611	2527568-9
990184183880206441; 990177900010206441	HT016175105; HT016175105	2529153-1
990054158030206441; 990223243350206441	2530-6	HT002197689; HT002197689
990178670830206441; 990178034120206441	HT016187594; HT016187594	2530469-0
990192959770206441; 990178035970206441	HT016187779; HT016187779	2530675-3
990184544850206441; 990178129660206441	HT016196445; HT016196445	2531430-0
990184089130206441; 990178131820206441	HT016196661; HT016196661	2531711-8
990178133550206441; 990206590520206441	2531917-6	HT016196834; HT016196834
990191072250206441; 990178137580206441	HT016197237; HT016197237	2532343-X
990178137690206441; 990184187430206441	2532354-4	HT016197248; HT016197248
990178767460206441; 990178233710206441	HT016206563; HT016206563	2532805-0
990178241600206441; 990206742690206441	2533693-9	HT016207352; HT016207352
990183549380206441; 990178335370206441	HT016216827; HT016216827	2534989-2
990184777000206441; 990178424870206441	HT016225859; HT016225859	2535859-5
990178428330206441; 990219635800206441; 990219746680206441	2536240-9	HT016226205; HT016226205; HT016226205
990187144420206441; 990178532680206441	HT016235741; HT016235741	2536730-4
990220548850206441; 990178535090206441	HT016235982; HT016235982	2537047-9
990178524180206441; 990208283440206441	2537282-8	HT016234891; HT016234891
990178524690206441; 990206678250206441	2537337-7	HT016234942; HT016234942
990178525100206441; 990179544150206441	2537380-8	HT016234983; HT016234983
990178525900206441; 990187374450206441	2537496-5	HT016235063; HT016235063
990187798910206441; 990178649760206441	HT016247458; HT016247458	2538198-2
990182466150206441; 990178654370206441	HT016247919; HT016247919	2538691-8
990178744850206441; 990188793120206441	2539495-2	HT016257028; HT016257028
990052744110206441; 990102704020206441	HT012117849; HT012117849	253957-3
990220575750206441; 990178848810206441	HT016267405; HT016267405	2540933-5
990178850710206441; 990181669190206441	2541195-0	HT016267595; HT016267595
990182254120206441; 990178851390206441	HT016267663; HT016267663	2541272-3
990178956220206441; 990180539700206441	2542404-X	HT016278220; HT016278220
990178959690206441; 990182815630206441	2542802-0	HT016278567; HT016278567
990202642320206441; 990179057840206441	HT016288477; HT016288477	2544428-1
990190159300206441; 990179414310206441	HT016305543; HT016305543	2544729-4
990181660240206441; 990179405850206441	HT016304697; HT016304697	2544826-2
990179406990206441; 990198542170206441	2544948-5	HT016304811; HT016304811
990179131710206441; 990179414670206441	HT016305579; HT016305579	2545671-4
990182292370206441; 990179414900206441	HT016305602; HT016305602	2545696-9
990179470790206441; 990191147950206441	2547125-9	HT016311231; HT016311231
990193192910206441; 990179471510206441	HT016311303; HT016311303	2547201-X
990192429930206441; 990179473140206441	HT016311466; HT016311466	2547455-8
990179566880206441; 990180922010206441	2548362-6	HT016320902; HT016320902
990179568670206441; 990180927660206441	2548547-7	HT016321081; HT016321081
990184482780206441; 990180235200206441	HT016330145; HT016330145	2549266-4
990180240330206441; 990208810340206441	2549831-9	HT016330658; HT016330658
990180424620206441; 990182243130206441	2551519-6	HT016348891; HT016348891
990180424820206441; 990182578680206441	2551548-2	HT016348911; HT016348911
990181374410206441; 990180425440206441	HT016348973; HT016348973	2551610-3
990180426240206441; 990203623790206441	2551695-4	HT016349053; HT016349053
990180503730206441; 990188704390206441	2552792-7	HT016356841; HT016356841
990189091560206441; 990180508650206441	HT016357333; HT016357333	2553329-0
990207996120206441; 990180612760206441	HT016367806; HT016367806	2554008-7
990180823040206441; 990182076300206441	2554876-1	HT016388522; HT016388522
990193074860206441; 990180829900206441	HT016389208; HT016389208	2555526-1
990180844330206441; 990197204090206441	2557072-9	HT016390651; HT016390651
990180953260206441; 990183557300206441	2558097-8	HT016401596; HT016401596
990180956610206441; 990197138670206441	2558478-9	HT016401931; HT016401931
990190050170206441; 990181053290206441	HT016411648; HT016411648	2558915-5
990191132640206441; 990181152050206441	HT016421505; HT016421505	2559796-6
990181153590206441; 990224154740206441	2560013-8	HT016421659; HT016421659
990182045440206441; 990181160060206441	HT016422306; HT016422306	2560722-4
990181253570206441; 990182243080206441	2562011-3	HT016431685; HT016431685
990170558520206441; 990102721540206441	HT012119601; HT012119601	256206-6
990218667790206441; 990181254730206441	HT016431801; HT016431801	2562132-4
990181424390206441; 990194169010206441	2563668-6	HT016448138; HT016448138
990181431400206441; 990182371120206441	2564438-5	HT016448839; HT016448839
990181707290206441; 990211718370206441	2567282-4	HT016473654; HT016473654
990189250730206441; 990181712980206441	HT016474223; HT016474223	2567906-5
990205139540206441; 990181801390206441	HT016481760; HT016481760	2568285-4
990181803360206441; 990181966880206441	2568519-3	HT016481957; HT016481957
990181805560206441; 990209722810206441	2568767-0	HT016482177; HT016482177
990181894350206441; 990189522550206441	2570058-3	HT016491074; HT016491074
990211247890206441; 990182055180206441	HT016506373; HT016506373	2571520-3
990190197270206441; 990182060790206441	HT016506934; HT016506934	2572136-7
990183026250206441; 990182141210206441	HT016514967; HT016514967	2572255-4
990183401290206441; 990182142600206441	HT016515106; HT016515106	2572424-1
990182222600206441; 990182474070206441	2573210-9	HT016523106; HT016523106
990202908450206441; 990182225020206441	HT016523348; HT016523348	2573495-7
990182500930206441; 990228413510206441	2575082-3	HT016550383; HT016550383
990207281430206441; 990182501180206441	HT016550408; HT016550408	2575107-4
990182502780206441; 990207407300206441	2575300-9	HT016550568; HT016550568
990194877680206441; 990182503480206441	HT016550638; HT016550638	2575371-X
990220597150206441; 990182514020206441	HT016551692; HT016551692	2576457-3
990184325260206441; 990182705870206441	HT016569972; HT016569972	2578680-5
990182852650206441; 990214246910206441	2579018-3	HT016584150; HT016584150
990182852680206441; 990189484980206441	2579021-3	HT016584153; HT016584153
990186796430206441; 990182949140206441	HT016593840; HT016593840	2579780-3
990182950300206441; 990183847340206441	2579908-3	HT016593956; HT016593956
990184278250206441; 990182950470206441	HT016593973; HT016593973	2579972-1
990187416870206441; 990182956520206441	HT016594578; HT016594578	2580643-9
990183046220206441; 990184042850206441	2581209-9	HT016603543; HT016603543
990183104010206441; 990183050800206441	HT016604001; HT016604001	2581716-4
990189406350206441; 990183055690206441	HT016604490; HT016604490	2582167-2
990196788120206441; 990183058060206441	HT016604727; HT016604727	2582426-0
990194096980206441; 990183344900206441	HT016632741; HT016632741	2584861-6
990194411050206441; 990183420920206441	HT016640161; HT016640161	2586266-2
990183425780206441; 990187005500206441	2586806-8	HT016640647; HT016640647
990183513040206441; 990188086090206441	2586951-6	HT016649365; HT016649365
990198673340206441; 990183513090206441	HT016649370; HT016649370	2586956-5
990183909600206441; 990183514750206441	HT016649536; HT016649536	2587170-5
990183516980206441; 990186913140206441	2587401-9	HT016649759; HT016649759
990206181790206441; 990183612010206441	HT016658796; HT016658796	2587645-4
990211391880206441; 990183615540206441	HT016659149; HT016659149	2588040-8
990183616750206441; 990214028490206441	2588174-7	HT016659270; HT016659270
990222875680206441; 990183616760206441	HT016659271; HT016659271	2588175-9
990214588570206441; 990183729590206441	HT016670453; HT016670453	2589587-4
990184185330206441; 990183833530206441	HT016680826; HT016680826	2591059-0
990184333630206441; 990183923830206441	HT016689276; HT016689276	2591190-9
990183925420206441; 990184081560206441	2591359-1	HT016689435; HT016689435
990183928870206441; 990188395190206441	2591752-3	HT016689780; HT016689780
990184029350206441; 990188460360206441	2592778-4	HT016699872; HT016699872
990184271210206441; 990184034410206441	HT016700378; HT016700378	2593341-3
990184016320206441; 990184124340206441	HT016709354; HT016709354	2593628-1
990213340700206441; 990184127390206441	HT016709659; HT016709659	2594000-4
990184128280206441; 990186985200206441	2594092-2	HT016709748; HT016709748
990205659780206441; 990184132250206441	HT016710145; HT016710145	2594146-X
990189124260206441; 990184242930206441	HT016719255; HT016719255	2594752-7
990184345250206441; 990184640610206441	2596435-5	HT016728864; HT016728864
990187291580206441; 990184696340206441	HT016763932; HT016763932	2600483-5
990184700660206441; 990184719560206441	2600956-0	HT016764364; HT016764364
990213707350206441; 990184701740206441	HT016764472; HT016764472	2601069-0
990184825980206441; 990211086690206441	2602165-1	HT016773419; HT016773419
990214103500206441; 990184826150206441	HT016773436; HT016773436	2602183-3
990194298630206441; 990186782670206441	HT016790180; HT016790180	2603926-6
990186875680206441; 990186783670206441	HT016790280; HT016790280	2604080-3
990188223310206441; 990186787700206441	HT016790683; HT016790683	2604523-0
990186844760206441; 990186977440206441	2605506-5	HT016796347; HT016796347
990187031130206441; 990190402530206441	2606995-7	HT016814598; HT016814598
990187381970206441; 990187126210206441	HT016824024; HT016824024	2607956-2
990192318720206441; 990187133780206441	HT016824781; HT016824781	2608799-6
990187416780206441; 990187232450206441	HT016834066; HT016834066	2609690-0
990187313130206441; 990193635860206441	2610832-X	HT016841551; HT016841551
990187315970206441; 990204562820206441	2611173-1	HT016841835; HT016841835
990226758150206441; 990187508020206441	2613656-9	HT016861071; HT016861071
990187628100206441; 990187580630206441	HT016868301; HT016868301	2614426-8
990187659690206441; 990187767080206441	2614745-2	HT016876211; HT016876211
990187665390206441; 990188909160206441	2615364-6	HT016876781; HT016876781
990187913500206441; 990187753130206441	HT016884931; HT016884931	2615952-1
990187911790206441; 990187756260206441	HT016885244; HT016885244	2616275-1
990187844330206441; 990187823100206441	2617394-3	HT016894014; HT016894014
990227313400206441; 990187924020206441	HT016901979; HT016901979	2618165-4
990187926860206441; 990188592800206441	2618471-0	HT016902263; HT016902263
990189440240206441; 990187927750206441	HT016902352; HT016902352	2618570-2
990188010230206441; 990206021530206441	2619606-2	HT016910645; HT016910645
990188010970206441; 990187951240206441	2619683-9	HT016910719; HT016910719
990198602250206441; 990188015160206441	HT016911138; HT016911138	2620123-9
990188253330206441; 990198509210206441	2622595-5	HT016934185; HT016934185
990188844220206441; 990188339570206441	HT016942006; HT016942006	2623810-X
990218051340206441; 990188341050206441	HT016942154; HT016942154	2623964-4
990188343010206441; 990191983490206441	2624180-8	HT016942350; HT016942350
990228328800206441; 990188343490206441	HT016942398; HT016942398	2624240-0
990188425050206441; 990189071370206441	2624944-3	HT016949756; HT016949756
990188425660206441; 990206360520206441	2625008-1	HT016949817; HT016949817
990189651600206441; 990188427300206441	HT016949981; HT016949981	2625191-7
990188500760206441; 990189081940206441	2626151-0	HT016957163; HT016957163
990194104370206441; 990188501130206441	HT016957200; HT016957200	2626188-1
990188501730206441; 990189478710206441	2626251-4	HT016957260; HT016957260
990188585450206441; 990192661720206441	2627324-X	HT016965662; HT016965662
990193678250206441; 990188587370206441	HT016965854; HT016965854	2627541-7
990188589140206441; 990212661800206441	2627722-0	HT016966031; HT016966031
990210160170206441; 990188716250206441	HT016973342; HT016973342	2627943-5
990189009680206441; 990188718390206441	HT016973556; HT016973556	2628190-9
990188996060206441; 990188718400206441	HT016973557; HT016973557	2628191-0
990368653090206441; 990188719020206441	HT016973619; HT016973619	2628259-8
990189484730206441; 990188801640206441	HT016981727; HT016981727	2629642-1
990188793090206441; 990188801660206441	HT016981729; HT016981729	2629644-5
990211177660206441; 990188946190206441	HT016994255; HT016994255	2630359-0
990192068790206441; 990189052130206441	HT017004683; HT017004683	2632407-6
990192082790206441; 990189056010206441	HT017005071; HT017005071	2632832-X
990208837420206441; 990189130540206441	HT017012385; HT017012385	2633174-3
990189619170206441; 990189132520206441	HT017012583; HT017012583	2633392-2
990189662360206441; 990189137880206441	HT017013119; HT017013119	2633961-4
990189137980206441; 990202414470206441	2633971-7	HT017013129; HT017013129
990189347140206441; 990189208720206441	HT017019418; HT017019418	2634414-2
990208146250206441; 990189301220206441	HT017028226; HT017028226	2635262-X
990189304910206441; 990189325330206441	2635688-0	HT017028595; HT017028595
990226040530206441; 990189500730206441	HT017048029; HT017048029	2638201-5
990189595270206441; 990193481910206441	2639211-2	HT017056839; HT017056839
990202859350206441; 990189689080206441	HT017065759; HT017065759	2640444-8
990189768460206441; 990209143930206441	2641077-1	HT017073696; HT017073696
990189770900206441; 990191121760206441	2641336-X	HT017073940; HT017073940
990199102780206441; 990189774830206441	HT017074333; HT017074333	2641752-2
990190754260206441; 990189775090206441	HT017074359; HT017074359	2641779-0
990189776500206441; 990190237890206441	2641923-3	HT017074500; HT017074500
990191615790206441; 990189846660206441	HT017081492; HT017081492	2642568-3
990196877190206441; 990189932750206441	HT017088985; HT017088985	2643322-9
990189934500206441; 990222868810206441	2643526-3	HT017089160; HT017089160
990189938930206441; 990213898190206441	2643989-X	HT017089603; HT017089603
990190026770206441; 990190364430206441	2644848-8	HT017098098; HT017098098
990190179990206441; 990191190300206441	2645760-X	HT017113216; HT017113216
990190966890206441; 990190440480206441	HT017138423; HT017138423	2646072-5
990190352380206441; 990190181620206441	HT017113379; HT017113379	2646344-1
990191546030206441; 990190276130206441	HT017122750; HT017122750	2648282-4
990227269040206441; 990190276920206441	HT017122829; HT017122829	2648363-4
990190280020206441; 990197747410206441	2648718-4	HT017123139; HT017123139
990190368000206441; 990190908320206441	2648910-7	HT017131191; HT017131191
990190441570206441; 990191047830206441	2649941-1	HT017138532; HT017138532
990213734740206441; 990190442830206441	HT017138658; HT017138658	2650071-1
990190442990206441; 990205363310206441	2650088-7	HT017138674; HT017138674
990225543680206441; 990190446020206441	HT017138977; HT017138977	2650426-1
990190920040206441; 990190446600206441	HT017139035; HT017139035	2650484-4
990190526020206441; 990217445170206441	2651601-9	HT017146115; HT017146115
990220223860206441; 990190616060206441	HT017154538; HT017154538	2652724-8
990190788560206441; 990193631730206441	2654778-8	HT017171800; HT017171800
990223063780206441; 990190868970206441	HT017179632; HT017179632	2655512-8
990213910860206441; 990190951810206441	HT017187828; HT017187828	2656292-3
990192336680206441; 990190957450206441	HT017188392; HT017188392	2656892-5
990192324940206441; 990191019790206441	2658395-1	HT017322585; HT017322585
990226485100206441; 990191415690206441	HT017233494; HT017233494	2660623-9
990218601850206441; 990191420210206441	HT017233946; HT017233946	2661126-0
990194596900206441; 990191481220206441	HT017240119; HT017240119	2661966-0
990196893190206441; 990191490040206441	HT017241001; HT017241001	2662894-6
990196893260206441; 990191490060206441	HT017241003; HT017241003	2662896-X
99371008358806441; 990191492280206441	HT017241225; HT017241225	2663158-1
990198338450206441; 990191496070206441	HT017241604; HT017241604	2663489-2
990191499570206441; 990220394010206441	2663879-4	HT017241954; HT017241954
990191500420206441; 990204809880206441	2663988-9	HT017242039; HT017242039
990228323760206441; 990191501730206441	HT017242170; HT017242170	2664121-5
990191572280206441; 990208228810206441	2664923-8	HT017248878; HT017248878
990191572460206441; 990211674560206441	2664941-X	HT017248896; HT017248896
990191574010206441; 990217787640206441	2665107-5	HT017249051; HT017249051
990198453310206441; 990191667120206441	HT017257888; HT017257888	2665896-3
990191890460206441; 990228125470206441	2666537-2	HT017281191; HT017281191
990191899200206441; 990192396700206441	2667474-9	HT017282065; HT017282065
990193517540206441; 990191993590206441	HT017290267; HT017290267	2667807-X
990206741160206441; 990191994090206441	HT017290317; HT017290317	2667859-7
990226304220206441; 990191997030206441	HT017290611; HT017290611	2668173-0
990206502680206441; 990192071560206441	HT017297548; HT017297548	2668644-2
990209110600206441; 990192078510206441	HT017298243; HT017298243	2669402-5
990207111580206441; 990192163430206441	HT017306624; HT017306624	2669808-0
990202483750206441; 990192253210206441	HT017315421; HT017315421	2673249-X
990197595010206441; 990192274870206441	HT017317574; HT017317574	2673829-6
990192400910206441; 990192478040206441	2675453-8	HT017330163; HT017330163
990193706850206441; 990192512990206441	HT017340913; HT017340913	2676835-5
990192612100206441; 990366160110206441	2677633-9	HT017353367; HT017353367
990198294270206441; 990192740790206441	HT017363636; HT017363636	2678747-7
990193095820206441; 990192873530206441	HT017376515; HT017376515	2680361-6
990197854520206441; 990192933290206441	HT017382510; HT017382510	2681146-7
990193136790206441; 990211034830206441	2684129-0	HT017402797; HT017402797
990193480890206441; 990193184480206441	HT017407089; HT017407089	2684676-7
990193276490206441; 990211803880206441	2685721-2	HT017416225; HT017416225
990193309810206441; 990194158690206441	2686490-3	HT017419504; HT017419504
990199675490206441; 990193311630206441	HT017419686; HT017419686	2686681-X
990193589150206441; 990193611640206441	2689618-7	HT017446184; HT017446184
990193715420206441; 990193623220206441	HT017449575; HT017449575	2690211-4
990193640050206441; 990194665580206441	2690320-9	HT017451268; HT017451268
990193640910206441; 990194564940206441	2690408-1	HT017451354; HT017451354
990193641990206441; 99371082141506441	2690512-7	HT017451462; HT017451462
990193674780206441; 990203145520206441	2690568-1	HT017454768; HT017454768
990219132310206441; 990193674880206441	HT017454778; HT017454778	2690585-1
990193965100206441; 990193693470206441	HT017456649; HT017456649	2690924-8
990194126380206441; 990193696140206441	HT017456916; HT017456916	2691191-7
990195111100206441; 990193840270206441	HT017471299; HT017471299	2692705-6
990369010810206441; 990193858120206441	HT017473080; HT017473080	2693006-7
990196959740206441; 990193926600206441	HT017479476; HT017479476	2693918-6
990193943800206441; 990198237460206441	2694264-1	HT017481215; HT017481215
990193956210206441; 990204769850206441	2694313-X	HT017482465; HT017482465
990194095640206441; 990210554310206441	2696460-0	HT017496263; HT017496263
990194183860206441; 990197715260206441	2697048-X	HT017504106; HT017504106
990194282470206441; 990196706840206441	2698675-9	HT017513939; HT017513939
990194348490206441; 990194930020206441	2699569-4	HT017520566; HT017520566
990194833090206441; 990197595630206441	2706400-1	HT017567939; HT017567939
