almaMmsId	hbzId	zdbId
990167247720206441; 990206000450206441	HT015595540; HT018462692	2435716-9
990167332660206441; 990196963130206441	HT015604052; HT017659165	2437160-9
990167337750206441; 990223051280206441	HT015604561; HT019584944	2437715-6
990170543640206441; 990174542250206441	HT015611802; HT015924195	2438282-6
990170549810206441; 990184083410206441	HT015612419; HT016705284	2438984-5
990170626040206441; 990170676740206441	HT015619199; HT015624352	2440023-3
990170628220206441; 990171599720206441	HT015619417; HT015716908	2440256-4
990170698860206441; 990186819400206441	HT015626602; HT016793880	2440772-0
990170701840206441; 990176798810206441	HT015626900; HT016074498	2441136-X
990170874570206441; 990176089650206441	HT015644409; HT016029788	2445277-4
990170875570206441; 990182332970206441	HT015644509; HT016534138	2445380-8
990170934160206441; 990228687050206441	HT015650464; HT020060117	2445663-9
990170939780206441; 990177392480206441	HT015651026; HT016133560	2446298-6
990170940320206441; 990183881540206441	HT015651080; HT016685103	2446354-1
990170945350206441; 990171400080206441	HT015651583; HT015697012	2446885-X
990170999900206441; 990176056360206441	HT015657134; HT016026389	2447305-4
990171013870206441; 990202714220206441	HT015658531; HT018153011	2448432-5
990171151080206441; 990177441070206441	HT015672471; HT016136650	2449952-3
990171292540206441; 990173360720206441	HT015686098; HT015820537	2452543-1
990171300660206441; 990175917680206441	HT015686910; HT016012290	2453472-9
990171360190206441; 990173205210206441	HT015692979; HT015804801	2454324-X
990171442730206441; 990171870060206441	HT015701345; HT015744310	2455967-2
990171446590206441; 990219020110206441	HT015701731; HT019398258	2456419-9
990171453950206441; 990190227240206441	HT015702467; HT017117857	2457265-2
990171453990206441; 990218912170206441	HT015702471; HT019387604	2457269-X
990171539610206441; 990171547440206441	HT015711141; HT015711931	2458733-3
990171541040206441; 990172958940206441	HT015711284; HT015781441	2458896-9
990171634660206441; 990192928970206441	HT015720446; HT017382076	2460178-0
990171638290206441; 990173272950206441	HT015720809; HT015811638	2460584-0
990171717290206441; 990177037280206441	HT015728864; HT016098516	2460927-4
990171718760206441; 990189484950206441	HT015729011; HT017046481	2461081-1
990171663200206441; 990171725850206441	HT015723351; HT015729720	2461988-7
990171915700206441; 990198648670206441	HT015748918; HT017799681	2465005-5
990171919740206441; 990192114680206441	HT015749322; HT017301865	2465460-7
990171921250206441; 990173660850206441	HT015749473; HT015849817	2465622-7
990171993040206441; 990173027890206441	HT015756764; HT015787057	2465895-9
990171995350206441; 990219902500206441	HT015756995; HT019484340	2466140-5
990171999550206441; 990173251930206441	HT015757415; HT015809521	2466636-1
990172004210206441; 990225605500206441	HT015757881; HT019752909	2467164-2
990172089060206441; 990174833670206441	HT015766481; HT015948620	2467327-4
990172012990206441; 990172089620206441	HT015758772; HT015766537	2467387-0
990172092800206441; 990175881510206441	HT015766855; HT016009165	2467803-X
990172167720206441; 990192955040206441	HT015774463; HT017384684	2468352-8
990172171190206441; 990189250770206441	HT015774810; HT017023236	2468800-9
990172171470206441; 990174751540206441	HT015774838; HT015945370	2468834-4
990172972340206441; 990177986140206441	HT015782797; HT016183822	2469717-5
990172981910206441; 990197647630206441	HT015783754; HT017713398	2470926-8
990173080190206441; 990174605940206441	HT015792361; HT015930646	2471103-2
990173082340206441; 990193706400206441	HT015792576; HT017457958	2471391-0
990173083910206441; 990187862490206441	HT015792733; HT016895805	2471588-8
990173087560206441; 990218768050206441	HT015793098; HT019373465	2471978-X
990173089120206441; 990173696720206441	HT015793254; HT015853451	2472157-8
990173089310206441; 990188910320206441	HT015793273; HT016990770	2472176-1
990173089720206441; 990190506320206441	HT015793314; HT017144224	2472221-2
990173089740206441; 990173392930206441	HT015793316; HT015823805	2472223-6
990173165300206441; 990177667180206441	HT015801028; HT016155713	2472389-7
990173168810206441; 990188910600206441	HT015801379; HT016990798	2472842-1
990173170140206441; 990173886270206441	HT015801512; HT015872619	2473012-9
990173257010206441; 990223621620206441	HT015810028; HT019641840	2473485-8
990173323740206441; 990187079950206441	HT015816807; HT016819493	2474732-4
990173329920206441; 990188136580206441	HT015817425; HT016922549	2475250-2
990173331090206441; 990177665030206441	HT015817542; HT016155493	2475403-1
990173332220206441; 990175979660206441	HT015817655; HT016018605	2475524-2
990173335400206441; 990173501980206441	HT015817973; HT015834866	2475861-9
990173412570206441; 990174606700206441	HT015825793; HT015930719	2475969-7
990173414910206441; 990175557190206441	HT015826027; HT015976736	2476328-7
990173423820206441; 990194191950206441	HT015826918; HT017504928	2477346-3
990173485750206441; 99371774568106441	HT015833235; HT021599055	2477446-7
990173490570206441; 990175111650206441	HT015833717; HT015968626	2477835-7
990173492670206441; 990184057870206441	HT015833927; HT016702730	2478094-7
990173574770206441; 990217602930206441	HT015841327; HT019259232	2478930-6
990173576990206441; 990176909330206441	HT015841549; HT016085482	2479240-8
990173582910206441; 990177116790206441	HT015842141; HT016106593	2479918-X
990173640260206441; 990228566980206441	HT015847749; HT020048090	2480360-1
990173646850206441; 990182482060206441	HT015848408; HT016548503	2481115-4
990173725280206441; 990174733890206441	HT015856338; HT015943587	2481838-0
990173727120206441; 990173801810206441	HT015856522; HT015864082	2482063-5
990173727250206441; 990175098230206441	HT015856535; HT015967267	2482078-7
990173730080206441; 990175530150206441	HT015856818; HT015973985	2482410-0
990173857710206441; 990178828740206441	HT015869759; HT016265381	2482925-0
990054074820206441; 990134454570206441	HT001379310; HT014316390	2483-1
990173861320206441; 990174972540206441	HT015870120; HT015954565	2483017-3
990173873450206441; 990175006140206441	HT015871333; HT015957960	2484193-6
990173876100206441; 990193051060206441	HT015871598; HT017394310	2484585-1
990173881110206441; 990175783730206441	HT015872099; HT015999295	2485167-X
990173883080206441; 990177633170206441	HT015872296; HT016152610	2485367-7
990173952310206441; 990181837380206441	HT015878835; HT016485370	2485463-3
990173957610206441; 990195115370206441	HT015879365; HT017596156	2486130-3
990174043120206441; 990176707080206441	HT015888008; HT016065210	2487622-7
990174138870206441; 990178063970206441	HT015897698; HT016190607	2488898-9
990174188780206441; 990212662840206441	HT015902738; HT019037107	2489614-7
990174190350206441; 990181639740206441	HT015902895; HT016468159	2489823-5
990174190780206441; 990174511940206441	HT015902938; HT015921300	2489867-3
990174273030206441; 990176884290206441	HT015911265; HT016082942	2490613-X
990174273900206441; 990204105460206441	HT015911352; HT018282521	2490722-4
990174558360206441; 990175694170206441	HT015925828; HT015990540	2492675-9
990174558640206441; 990186970400206441	HT015925856; HT016808537	2492706-5
990174563560206441; 990187273610206441	HT015926348; HT016838017	2493343-0
990174644520206441; 990191945030206441	HT015934538; HT017285379	2494177-3
990174645280206441; 990176801570206441	HT015934614; HT016074778	2494256-X
990174709740206441; 990204216050206441	HT015941145; HT018293121	2494778-7
990174714430206441; 990227426200206441	HT015941614; HT019934675	2495349-0
990174926320206441; 990183028520206441	HT015949878; HT016601796	2496464-5
990174982920206441; 990202927920206441	HT015955613; HT018173328	2496871-7
990174983450206441; 990176845340206441	HT015955666; HT016078960	2496932-1
990174939640206441; 990174984000206441	HT015951216; HT015955721	2496987-4
990174985370206441; 990178785660206441	HT015955858; HT016261131	2497127-3
990174987940206441; 990176582930206441	HT015956115; HT016052632	2497485-7
990175046380206441; 990176902050206441	HT015962034; HT016084734	2498377-9
990175587450206441; 990204740930206441	HT015979782; HT018342659	2499590-3
990175589360206441; 990175596630206441	HT015979973; HT015980713	2499799-7
990175589550206441; 990176845320206441	HT015979992; HT016078958	2499820-5
990175601710206441; 990188627340206441	HT015981220; HT016969871	2500013-5
990175605250206441; 990175631490206441	HT015981574; HT015984207	2500479-7
990175605320206441; 990175868920206441	HT015981581; HT016007893	2500486-4
990175605520206441; 990175866970206441	HT015981601; HT016007702	2500506-6
990175532980206441; 990175606320206441	HT015974275; HT015981681	2500591-1
990175608390206441; 990180565180206441	HT015981888; HT016363023	2500826-2
990175609230206441; 990175823290206441	HT015981972; HT016003294	2500913-8
990175614170206441; 990179547260206441	HT015982466; HT016318927	2501303-8
990175677970206441; 990181876460206441	HT015988913; HT016489284	2502691-4
990175679880206441; 990176926140206441	HT015989104; HT016087198	2502927-7
990175680900206441; 990184657320206441	HT015989206; HT016760017	2503033-4
990175683790206441; 990189315590206441	HT015989495; HT017029669	2503366-9
990175759450206441; 990175847170206441	HT015996839; HT016005691	2504323-7
990175830960206441; 990202221140206441	HT016004061; HT018106035	2505175-1
990175828260206441; 990181041510206441	HT016003791; HT016410456	2505255-X
990175836760206441; 990182093990206441	HT016004641; HT016510236	2505925-7
990175899850206441; 990211686200206441; 990211686570206441	HT016010493; HT018997771; HT018997808	2506516-6
990175899970206441; 990180799310206441	HT016010505; HT016386143	2506528-2
990175961530206441; 990190565230206441	HT016016780; HT017150028	2507366-7
990175967120206441; 990192938230206441	HT016017339; HT017383008	2508035-0
990175969540206441; 990187354270206441	HT016017581; HT016845672	2508291-7
990175970140206441; 990180773720206441	HT016017641; HT016383556	2508357-0
990176038660206441; 990176902620206441	HT016024587; HT016084792	2509342-3
990176107000206441; 990177796340206441	HT016031554; HT016168776	2509596-1
990176110800206441; 990190299100206441	HT016031934; HT017125033	2510040-3
990176111560206441; 990197725160206441	HT016032010; HT017716949	2510119-5
990176442430206441; 990177377690206441	HT016039886; HT016132050	2511563-7
990176510750206441; 990179437510206441	HT016046813; HT016307880	2512259-9
990176511950206441; 990199125450206441	HT016046933; HT017845600	2512405-5
990176513540206441; 990178088170206441	HT016047092; HT016193053	2512567-9
990176513730206441; 990203310900206441	HT016047111; HT018209407	2512586-2
990176603410206441; 990178089530206441	HT016054703; HT016193191	2512808-5
990176609870206441; 990182967040206441	HT016055349; HT016595637	2513617-3
990176611310206441; 990176863410206441	HT016055493; HT016080810	2513769-4
990177572440206441; 990183902640206441	HT016146474; HT016687169	2516519-7
990176896620206441; 990181492020206441	HT016084190; HT016454890	2517577-4
990176897780206441; 990191341300206441	HT016084306; HT017225981	2517698-5
990176898120206441; 990187906370206441	HT016084340; HT016900236	2517734-5
990176974300206441; 990194318520206441	HT016092097; HT017517551	2518607-3
990176979600206441; 990206570620206441	HT016092627; HT018515295	2519180-9
990177057720206441; 990183592900206441	HT016100594; HT016657300	2519697-2
990177058840206441; 990177281590206441	HT016100706; HT016122280	2519827-0
990177061560206441; 990205835570206441	HT016100978; HT018446903	2520132-3
990177157380206441; 990220293320206441	HT016110054; HT019523209	2520751-9
990177162690206441; 990183005640206441	HT016110585; HT016599514	2521325-8
990177262110206441; 990183036950206441	HT016120292; HT016602649	2522747-6
990177262420206441; 990182833180206441	HT016120323; HT016582212	2522779-8
990177587940206441; 990197593820206441	HT016148028; HT017712429	2526012-1
990177678060206441; 990189749760206441	HT016156816; HT017071845	2526583-0
990177678570206441; 990178345530206441	HT016156867; HT016217849	2526637-8
990177680190206441; 990203005590206441	HT016157029; HT018180311	2526903-3
990177680220206441; 990181038150206441	HT016157032; HT016410133	2526906-9
990177684600206441; 990207261150206441	HT016157470; HT018582480	2527424-7
990177686010206441; 990366035930206441	HT016157611; HT020410701	2527568-9
990177900010206441; 990184183880206441	HT016175105; HT016715367	2529153-1
990054158030206441; 990223243350206441	HT002197689; HT019604095	2530-6
990178034120206441; 990178670830206441	HT016187594; HT016249582	2530469-0
990178035970206441; 990192959770206441	HT016187779; HT017385162	2530675-3
990178129660206441; 990184544850206441	HT016196445; HT016748846	2531430-0
990178131820206441; 990184089130206441	HT016196661; HT016705846	2531711-8
990178133550206441; 990206590520206441	HT016196834; HT018517256	2531917-6
990178137580206441; 990191072250206441	HT016197237; HT017199289	2532343-X
990178137690206441; 990184187430206441	HT016197248; HT016715720	2532354-4
990178233710206441; 990178767460206441	HT016206563; HT016259299	2532805-0
990178241600206441; 990206742690206441	HT016207352; HT018531779	2533693-9
990178335370206441; 990183549380206441	HT016216827; HT016653019	2534989-2
990178424870206441; 990184777000206441	HT016225859; HT016771378	2535859-5
990178428330206441; 990219635800206441; 990219746680206441	HT016226205; HT019459094; HT019470048	2536240-9
990178532680206441; 990187144420206441	HT016235741; HT016825846	2536730-4
990178535090206441; 990220548850206441	HT016235982; HT019548732	2537047-9
990178524180206441; 990208283440206441	HT016234891; HT018669052	2537282-8
990178524690206441; 990206678250206441	HT016234942; HT018525985	2537337-7
990178525100206441; 990179544150206441	HT016234983; HT016318620	2537380-8
990178525900206441; 990187374450206441	HT016235063; HT016850356	2537496-5
990178649760206441; 990187798910206441	HT016247458; HT016889481	2538198-2
990178654370206441; 990182466150206441	HT016247919; HT016546886	2538691-8
990178744850206441; 990188793120206441	HT016257028; HT016980898	2539495-2
990052744110206441; 990102704020206441	HT001252587; HT012117849	253957-3
990178848810206441; 990220575750206441	HT016267405; HT019551418	2540933-5
990178850710206441; 990181669190206441	HT016267595; HT016471106	2541195-0
990178851390206441; 990182254120206441	HT016267663; HT016526273	2541272-3
990178956220206441; 990180539700206441	HT016278220; HT016360461	2542404-X
990178959690206441; 990182815630206441	HT016278567; HT016580440	2542802-0
990179057840206441; 990202642320206441	HT016288477; HT018145944	2544428-1
990179414310206441; 990190159300206441	HT016305543; HT017111175	2544729-4
990179405850206441; 990181660240206441	HT016304697; HT016470212	2544826-2
990179406990206441; 990198542170206441	HT016304811; HT017789542	2544948-5
990179131710206441; 990179414670206441	HT016295916; HT016305579	2545671-4
990179414900206441; 990182292370206441	HT016305602; HT016530103	2545696-9
990179470790206441; 990191147950206441	HT016311231; HT017206900	2547125-9
990179471510206441; 990193192910206441	HT016311303; HT017407939	2547201-X
990179473140206441; 990192429930206441	HT016311466; HT017332669	2547455-8
990179566880206441; 990180922010206441	HT016320902; HT016398455	2548362-6
990179568670206441; 990180927660206441	HT016321081; HT016399031	2548547-7
990180235200206441; 990184482780206441	HT016330145; HT016742619	2549266-4
990180240330206441; 990208810340206441	HT016330658; HT018721697	2549831-9
990180424620206441; 990182243130206441	HT016348891; HT016525171	2551519-6
990180424820206441; 990182578680206441	HT016348911; HT016558186	2551548-2
990180425440206441; 990181374410206441	HT016348973; HT016443133	2551610-3
990180426240206441; 990203623790206441	HT016349053; HT018238206	2551695-4
990180503730206441; 990188704390206441	HT016356841; HT016972148	2552792-7
990180508650206441; 990189091560206441	HT016357333; HT017008592	2553329-0
990180612760206441; 990207996120206441	HT016367806; HT018640530	2554008-7
990180823040206441; 990182076300206441	HT016388522; HT016508476	2554876-1
990180829900206441; 990193074860206441	HT016389208; HT017396678	2555526-1
990180844330206441; 990197204090206441	HT016390651; HT017682037	2557072-9
990180953260206441; 990183557300206441	HT016401596; HT016653798	2558097-8
990180956610206441; 990197138670206441	HT016401931; HT017675762	2558478-9
990181053290206441; 990190050170206441	HT016411648; HT017100432	2558915-5
990181152050206441; 990191132640206441	HT016421505; HT017205358	2559796-6
990181153590206441; 990224154740206441	HT016421659; HT019694726	2560013-8
990181160060206441; 990182045440206441	HT016422306; HT016505388	2560722-4
990181253570206441; 990182243080206441	HT016431685; HT016525165	2562011-3
990102721540206441; 990170558520206441	HT012119601; HT015613299	256206-6
990181254730206441; 990218667790206441	HT016431801; HT019363534	2562132-4
990181424390206441; 990194169010206441	HT016448138; HT017503576	2563668-6
990181431400206441; 990182371120206441	HT016448839; HT016537364	2564438-5
990181707290206441; 990211718370206441	HT016473654; HT019001019	2567282-4
990181712980206441; 990189250730206441	HT016474223; HT017023228	2567906-5
990181801390206441; 990205139540206441	HT016481760; HT018380071	2568285-4
990181803360206441; 990181966880206441	HT016481957; HT016497432	2568519-3
990181805560206441; 990209722810206441	HT016482177; HT018802228	2568767-0
990181894350206441; 990189522550206441	HT016491074; HT017050148	2570058-3
990182055180206441; 990211247890206441	HT016506373; HT018953845	2571520-3
990182060790206441; 990190197270206441	HT016506934; HT017114946	2572136-7
990182141210206441; 990183026250206441	HT016514967; HT016601565	2572255-4
990182142600206441; 990183401290206441	HT016515106; HT016638203	2572424-1
990182222600206441; 990182474070206441	HT016523106; HT016547683	2573210-9
990182225020206441; 990202908450206441	HT016523348; HT018171363	2573495-7
990182500930206441; 990228413510206441	HT016550383; HT020032881	2575082-3
990182501180206441; 990207281430206441	HT016550408; HT018584491	2575107-4
990182502780206441; 990207407300206441	HT016550568; HT018596820	2575300-9
990182503480206441; 990194877680206441	HT016550638; HT017572405	2575371-X
990182514020206441; 990220597150206441	HT016551692; HT019553546	2576457-3
990182705870206441; 990184325260206441	HT016569972; HT016726852	2578680-5
990182852650206441; 990214246910206441	HT016584150; HT019162738	2579018-3
990182852680206441; 990189484980206441	HT016584153; HT017046484	2579021-3
990182949140206441; 990186796430206441	HT016593840; HT016791558	2579780-3
990182950300206441; 990183847340206441	HT016593956; HT016682213	2579908-3
990182950470206441; 990184278250206441	HT016593973; HT016722737	2579972-1
990182956520206441; 990187416870206441	HT016594578; HT016854604	2580643-9
990183046220206441; 990184042850206441	HT016603543; HT016701230	2581209-9
990183050800206441; 990183104010206441	HT016604001; HT016609312	2581716-4
990183055690206441; 990189406350206441	HT016604490; HT017038678	2582167-2
990183058060206441; 990196788120206441	HT016604727; HT017642097	2582426-0
990183344900206441; 990194096980206441	HT016632741; HT017496397	2584861-6
990183420920206441; 990194411050206441	HT016640161; HT017526811	2586266-2
990183425780206441; 990187005500206441	HT016640647; HT016812043	2586806-8
990183513040206441; 990188086090206441	HT016649365; HT016917522	2586951-6
990183513090206441; 990198673340206441	HT016649370; HT017802006	2586956-5
990183514750206441; 990183909600206441	HT016649536; HT016687858	2587170-5
990183516980206441; 990186913140206441	HT016649759; HT016802736	2587401-9
990183612010206441; 990206181790206441	HT016658796; HT018479011	2587645-4
990183615540206441; 990211391880206441	HT016659149; HT018968269	2588040-8
990183616750206441; 990214028490206441	HT016659270; HT019141085	2588174-7
990183616760206441; 990222875680206441	HT016659271; HT019567446	2588175-9
990183729590206441; 990214588570206441	HT016670453; HT019196540	2589587-4
990183833530206441; 990184185330206441	HT016680826; HT016715511	2591059-0
990183923830206441; 990184333630206441	HT016689276; HT016727703	2591190-9
990183925420206441; 990184081560206441	HT016689435; HT016705096	2591359-1
990183928870206441; 990188395190206441	HT016689780; HT016947513	2591752-3
990184029350206441; 990188460360206441	HT016699872; HT016953284	2592778-4
990184034410206441; 990184271210206441	HT016700378; HT016722018	2593341-3
990184016320206441; 990184124340206441	HT016698578; HT016709354	2593628-1
990184127390206441; 990213340700206441	HT016709659; HT019072677	2594000-4
990184128280206441; 990186985200206441	HT016709748; HT016810016	2594092-2
990184132250206441; 990205659780206441	HT016710145; HT018429879	2594146-X
990184242930206441; 990189124260206441	HT016719255; HT017011831	2594752-7
990184345250206441; 990184640610206441	HT016728864; HT016758349	2596435-5
990184696340206441; 990187291580206441	HT016763932; HT016839824	2600483-5
990184700660206441; 990184719560206441	HT016764364; HT016765942	2600956-0
990184701740206441; 990213707350206441	HT016764472; HT019109013	2601069-0
990184825980206441; 990211086690206441	HT016773419; HT018937797	2602165-1
990184826150206441; 990214103500206441	HT016773436; HT019148519	2602183-3
990186782670206441; 990194298630206441	HT016790180; HT017515559	2603926-6
990186783670206441; 990186875680206441	HT016790280; HT016799457	2604080-3
990186787700206441; 990188223310206441	HT016790683; HT016931182	2604523-0
990186844760206441; 990186977440206441	HT016796347; HT016809231	2605506-5
990187031130206441; 990190402530206441	HT016814598; HT017134647	2606995-7
990187126210206441; 990187381970206441	HT016824024; HT016851121	2607956-2
990187133780206441; 990192318720206441	HT016824781; HT017321965	2608799-6
990187232450206441; 990187416780206441	HT016834066; HT016854595	2609690-0
990187313130206441; 990193635860206441	HT016841551; HT017450808	2610832-X
990187315970206441; 990204562820206441	HT016841835; HT018325697	2611173-1
990187508020206441; 990226758150206441	HT016861071	2613656-9
990187580630206441; 990187628100206441	HT016868301; HT016873035	2614426-8
990187659690206441; 990187767080206441	HT016876211; HT016886328	2614745-2
990187665390206441; 990188909160206441	HT016876781; HT016990652	2615364-6
990187753130206441; 990187913500206441	HT016884931; HT016900959	2615952-1
990187756260206441; 990187911790206441	HT016885244; HT016900782	2616275-1
990187823100206441; 990187844330206441	HT016891910; HT016894014	2617394-3
990187924020206441; 990227313400206441	HT016901979; HT019923513	2618165-4
990187926860206441; 990188592800206441	HT016902263; HT016966399	2618471-0
990187927750206441; 990189440240206441	HT016902352; HT017042065	2618570-2
990188010230206441; 990206021530206441	HT016910645; HT018464797	2619606-2
990187951240206441; 990188010970206441	HT016904711; HT016910719	2619683-9
990188015160206441; 990198602250206441	HT016911138; HT017795203	2620123-9
990188253330206441; 990198509210206441	HT016934185; HT017786684	2622595-5
990188339570206441; 990188844220206441	HT016942006; HT016984539	2623810-X
990188341050206441; 990218051340206441	HT016942154; HT019303508	2623964-4
990188343010206441; 990191983490206441	HT016942350; HT017289252	2624180-8
990188343490206441; 990228328800206441	HT016942398; HT020024442	2624240-0
990188425050206441; 990189071370206441	HT016949756; HT017006580	2624944-3
990188425660206441; 990206360520206441	HT016949817; HT018496318	2625008-1
990188427300206441; 990189651600206441	HT016949981; HT017062100	2625191-7
990188500760206441; 990189081940206441	HT016957163; HT017007612	2626151-0
990188501130206441; 990194104370206441	HT016957200; HT017497137	2626188-1
990188501730206441; 990189478710206441	HT016957260; HT017045846	2626251-4
990188585450206441; 990192661720206441	HT016965662; HT017355772	2627324-X
990188587370206441; 990193678250206441	HT016965854; HT017455117	2627541-7
990188589140206441; 990212661800206441	HT016966031; HT019037001	2627722-0
990188716250206441; 990210160170206441	HT016973342; HT018845818	2627943-5
990188718390206441; 990189009680206441	HT016973556; HT017000552	2628190-9
990188718400206441; 990188996060206441	HT016973557; HT016999165	2628191-0
990188719020206441; 990368653090206441	HT016973619; HT020672019	2628259-8
990188801640206441; 990189484730206441	HT016981727; HT017046459	2629642-1
990188793090206441; 990188801660206441	HT016980895; HT016981729	2629644-5
990188946190206441; 990211177660206441	HT016994255; HT018946919	2630359-0
990189052130206441; 990192068790206441	HT017004683; HT017297342	2632407-6
990189056010206441; 990192082790206441	HT017005071; HT017298673	2632832-X
990189130540206441; 990208837420206441	HT017012385; HT018724391	2633174-3
990189132520206441; 990189619170206441	HT017012583; HT017058974	2633392-2
990189137880206441; 990189662360206441	HT017013119; HT017063192	2633961-4
990189137980206441; 990202414470206441	HT017013129; HT018123807	2633971-7
990189208720206441; 990189347140206441	HT017019418; HT017032797	2634414-2
990189301220206441; 990208146250206441	HT017028226; HT018655424	2635262-X
990189304910206441; 990189325330206441	HT017028595; HT017030626	2635688-0
990189500730206441; 990226040530206441	HT017048029; HT019796337	2638201-5
990189595270206441; 990193481910206441	HT017056839; HT017436760	2639211-2
990189689080206441; 990202859350206441	HT017065759; HT018166564	2640444-8
990189768460206441; 990209143930206441	HT017073696; HT018754899	2641077-1
990189770900206441; 990191121760206441	HT017073940; HT017204261	2641336-X
990189774830206441; 990199102780206441	HT017074333; HT017843344	2641752-2
990189775090206441; 990190754260206441	HT017074359; HT017168374	2641779-0
990189776500206441; 990190237890206441	HT017074500; HT017118909	2641923-3
990189846660206441; 990191615790206441	HT017081492; HT017253267	2642568-3
990189932750206441; 990196877190206441	HT017088985; HT017650922	2643322-9
990189934500206441; 990222868810206441	HT017089160; HT019566764	2643526-3
990189938930206441; 990213898190206441	HT017089603; HT019128062	2643989-X
990190026770206441; 990190364430206441	HT017098098; HT017130856	2644848-8
990190179990206441; 990191190300206441	HT017113216; HT017211149	2645760-X
990190440480206441; 990190966890206441	HT017138423; HT017189350	2646072-5
990190181620206441; 990190352380206441	HT017113379; HT017129632	2646344-1
990190276130206441; 990191546030206441	HT017122750; HT017246234	2648282-4
990190276920206441; 990227269040206441	HT017122829; HT019919176	2648363-4
990190280020206441; 990197747410206441	HT017123139; HT017718396	2648718-4
990190368000206441; 990190908320206441	HT017131191; HT017183518	2648910-7
990190441570206441; 990191047830206441	HT017138532; HT017196847	2649941-1
990190442830206441; 990213734740206441	HT017138658; HT019111774	2650071-1
990190442990206441; 990205363310206441	HT017138674; HT018401904	2650088-7
990190446020206441; 990225543680206441	HT017138977; HT019746808	2650426-1
990190446600206441; 990190920040206441	HT017139035; HT017184660	2650484-4
990190526020206441; 990217445170206441	HT017146115; HT019243619	2651601-9
990190616060206441; 990220223860206441	HT017154538; HT019516218	2652724-8
990190788560206441; 990193631730206441	HT017171800; HT017450437	2654778-8
990190868970206441; 990223063780206441	HT017179632; HT019586191	2655512-8
990190951810206441; 990213910860206441	HT017187828; HT019129326	2656292-3
990190957450206441; 990192336680206441	HT017188392; HT017323772	2656892-5
990191019790206441; 990192324940206441	HT017194066; HT017322585	2658395-1
990191415690206441; 990226485100206441	HT017233494; HT019840723	2660623-9
990191420210206441; 990218601850206441	HT017233946; HT019357042	2661126-0
990191481220206441; 990194596900206441	HT017240119; HT017544843	2661966-0
990191490040206441; 990196893190206441	HT017241001; HT017652377	2662894-6
990191490060206441; 990196893260206441	HT017241003; HT017652383	2662896-X
990191492280206441; 99371008358806441	HT017241225; HT021110675	2663158-1
990191496070206441; 990198338450206441	HT017241604; HT017770520	2663489-2
990191499570206441; 990220394010206441	HT017241954; HT019533241	2663879-4
990191500420206441; 990204809880206441	HT017242039; HT018349345	2663988-9
990191501730206441; 990228323760206441	HT017242170; HT020023967	2664121-5
990191572280206441; 990208228810206441	HT017248878; HT018663611	2664923-8
990191572460206441; 990211674560206441	HT017248896; HT018996599	2664941-X
990191574010206441; 990217787640206441	HT017249051; HT019277465	2665107-5
990191667120206441; 990198453310206441	HT017257888; HT017781907	2665896-3
990191890460206441; 990228125470206441	HT017281191; HT020004185	2666537-2
990191899200206441; 990192396700206441	HT017282065; HT017329754	2667474-9
990191993590206441; 990193517540206441	HT017290267; HT017440334	2667807-X
990191994090206441; 990206741160206441	HT017290317; HT018531625	2667859-7
990191997030206441; 990226304220206441	HT017290611; HT019822766	2668173-0
990192071560206441; 990206502680206441	HT017297548; HT018509194	2668644-2
990192078510206441; 990209110600206441	HT017298243; HT018751543	2669402-5
990192163430206441; 990207111580206441	HT017306624; HT018567649	2669808-0
990192253210206441; 990202483750206441	HT017315421; HT018130698	2673249-X
990192274870206441; 990197595010206441	HT017317574; HT017712551	2673829-6
990192400910206441; 990192478040206441	HT017330163; HT017337533	2675453-8
990192512990206441; 990193706850206441	HT017340913; HT017458003	2676835-5
990192612100206441; 990366160110206441	HT017353367; HT020423146	2677633-9
990192740790206441; 990198294270206441	HT017363636; HT017766084	2678747-7
990192873530206441; 990193095820206441	HT017376515; HT017398791	2680361-6
990192933290206441; 990197854520206441	HT017382510; HT017724507	2681146-7
990193136790206441; 990211034830206441	HT017402797; HT018932539	2684129-0
990193184480206441; 990193480890206441	HT017407089; HT017436657	2684676-7
990193276490206441; 990211803880206441	HT017416225; HT019009126	2685721-2
990193309810206441; 990194158690206441	HT017419504; HT017502560	2686490-3
990193311630206441; 990199675490206441	HT017419686; HT017900246	2686681-X
990193589150206441; 990193611640206441	HT017446184; HT017448427	2689618-7
990193623220206441; 990193715420206441	HT017449575; HT017458844	2690211-4
990193640050206441; 990194665580206441	HT017451268; HT017551632	2690320-9
990193640910206441; 990194564940206441	HT017451354; HT017541637	2690408-1
990193641990206441; 99371082141506441	HT017451462; HT021163502	2690512-7
990193674780206441; 990203145520206441	HT017454768; HT018193172	2690568-1
990193674880206441; 990219132310206441	HT017454778; HT019409330	2690585-1
990193693470206441; 990193965100206441	HT017456649; HT017483367	2690924-8
990193696140206441; 990194126380206441	HT017456916; HT017499327	2691191-7
990193840270206441; 990195111100206441	HT017471299; HT017595720	2692705-6
990193858120206441; 990369010810206441	HT017473080; HT020707797	2693006-7
990193926600206441; 990196959740206441	HT017479476; HT017658817	2693918-6
990193943800206441; 990198237460206441	HT017481215; HT017760492	2694264-1
990193956210206441; 990204769850206441	HT017482465; HT018345490	2694313-X
990194095640206441; 990210554310206441	HT017496263; HT018884444	2696460-0
990194183860206441; 990197715260206441	HT017504106; HT017715950	2697048-X
990194282470206441; 990196706840206441	HT017513939; HT017633944	2698675-9
