name	id
Sammlung Werner Schweikert und Würth Fachbibliotheken	http://lobid.org/organisations/DE-4126#!
Duale Hochschule Gera-Eisenach, Bibliothek, Campus Eisenach	http://lobid.org/organisations/DE-Ei6#!
Heimatmuseum Mücheln	http://lobid.org/organisations/DE-MUS-489210#!
früher: Europäische Akademie Berlin, Bibliothek	http://lobid.org/organisations/DE-B1507#!
Verbund HAN	http://lobid.org/organisations/CH-001880-7#!
Universitätsbibliothek Kiel, Fachbibliothek an der Kunsthalle	http://lobid.org/organisations/DE-8-45#!
früher: Stiftung Naturschutz Berlin, Bibliothek	http://lobid.org/organisations/DE-B1537#!
Universität Stuttgart, Institut für Mechanische Verfahrenstechnik, Bibliothek	http://lobid.org/organisations/DE-93-173#!
Hochschule für Künste im Sozialen, Ottersberg, Bibliothek	http://lobid.org/organisations/DE-1911#!
Schweizerische Nationalbibliothek	http://lobid.org/organisations/CH-000001-5#!
KIT-Bibliothek, Fachbibliothek Hochschule Karlsruhe	http://lobid.org/organisations/DE-90-4#!
Stadtarchiv Bad Lauchstädt	http://lobid.org/organisations/DE-Lst1#!
Nürnberger Weizenbierglasmuseum und Hausbrauerei	http://lobid.org/organisations/DE-MUS-756718#!
früher: Universitätsbibliothek Duisburg-Essen, Fachbibliothek Medizin, Institut für Humangenetik, Bibliothek	http://lobid.org/organisations/DE-465M-26#!
Max-Planck-Institut für Menschheitsgeschichte, Bibliothek	http://lobid.org/organisations/DE-J152#!
Deutsches Bernsteinmuseum Ribnitz-Damgarten	http://lobid.org/organisations/DE-MUS-836611#!
Uniseum Freiburg	http://lobid.org/organisations/DE-MUS-037725#!
Deutsche Sporthochschule Köln, Institut für Trainingswissenschaft und Sportinformatik, Bibliothek	http://lobid.org/organisations/DE-Kn41-29#!
Gemeindebücherei Olching	http://lobid.org/organisations/DE-1460#!
Deutsches Spielkarten-Museum, Landesmuseum Württemberg Stuttgart, Bibliothek	http://lobid.org/organisations/DE-Lei1#!
Heimatmuseum Bad Brambach	http://lobid.org/organisations/DE-MUS-881012#!
Staatliche Graphische Sammlung München, Bibliothek	http://lobid.org/organisations/DE-2948#!
früher: Weimar, Wiederholte Spiegelungen: Weimarer Klassik 1759-1832. Ständige Ausstellung des Goethe-Nationalmuseums	http://lobid.org/organisations/DE-MUS-735211#!
früher: Institut für Mikrobiologie der Universität Hohenheim, Bibliothek	http://lobid.org/organisations/DE-100-250#!
Josefine-Weihrauch-Heimatmuseum	http://lobid.org/organisations/DE-MUS-102512#!
Ostdeutsche Heimatstube	http://lobid.org/organisations/DE-MUS-330816#!
Stadtarchiv Erlangen, Bibliothek	http://lobid.org/organisations/DE-Er95#!
Stadtmuseum Echterdingen	http://lobid.org/organisations/DE-MUS-085110#!
Heimatmuseum	http://lobid.org/organisations/DE-MUS-068115#!
früher: Universität Mainz, Fachbereich 04, Medizin, Universitätsmedizin, Institut für Medizinische Mikrobiologie und Hygiene	http://lobid.org/organisations/DE-77-029#!
Domkammer der Kathedralkirche St. Paulus zu Münster	http://lobid.org/organisations/DE-MUS-249814#!
Hochschule für angewandte Wissenschaften Neu-Ulm, Hochschulbibliothek	http://lobid.org/organisations/DE-1049#!
TU Darmstadt, Institut für Wasserbau und Wasserwirtschaft	http://lobid.org/organisations/DE-17-54#!
früher: Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit, Bibliothek	http://lobid.org/organisations/DE-2240#!
Granitzentrum Bayerischer Wald	http://lobid.org/organisations/DE-MUS-021829#!
Stadtbibliothek Hildesheim	http://lobid.org/organisations/DE-116#!
Museum für Thüringer Volkskunde	http://lobid.org/organisations/DE-MUS-869616#!
früher: Universität Frankfurt, Institut für Psychologie, Bibliothek und Testothek Kettenhofweg	http://lobid.org/organisations/DE-30-301#!
Universitätsbibliothek Kiel, Fachbibliothek am Institut für Osteuropäisches Recht	http://lobid.org/organisations/DE-8-6#!
Heimatmuseum	http://lobid.org/organisations/DE-MUS-104023#!
TU Berlin, Institut für Land- und Seeverkehr, Fachgebiet Integrierte Verkehrsplanung, Bibliothek	http://lobid.org/organisations/DE-83-1249#!
früher: Bonn; Zentrum für Geburtshilfe und Frauenheilkunde, Klinik und Poliklinik für Gynäkologie, Bibliothek	http://lobid.org/organisations/DE-5-47#!
Landesspracheninstitut in der Ruhr-Universität Bochum	http://lobid.org/organisations/DE-294-69#!
Bundesministerium für Ernährung und Landwirtschaft, Bibliothek	http://lobid.org/organisations/DE-Bo152#!
KIT-Bibliothek, Bibliothek des Instituts für Meteorologie und Klimaforschung	http://lobid.org/organisations/DE-90-29#!
früher: Universität Mainz, Fachbereich 04, Medizin, Institut für Physiologische Chemie und Pathobiochemie	http://lobid.org/organisations/DE-77-026#!
LVR-Industriemuseum, St. Antony-Hütte	http://lobid.org/organisations/DE-MUS-356318#!
Stadt Burgdorf, Kulturabteilung	http://lobid.org/organisations/DE-Bgd1#!
Holzhandwerksmuseum Hiddenhausen	http://lobid.org/organisations/DE-MUS-964914#!
GESIS - Leibniz-Institut für Sozialwissenschaften, Bibliothek Mannheim	http://lobid.org/organisations/DE-587c#!
Bayerisches Landesamt für Denkmalpflege, Bibliothek	http://lobid.org/organisations/DE-M157#!
Institut für Vogelforschung ""Vogelwarte Helgoland"", Bibliothek	http://lobid.org/organisations/DE-4066#!
Deutsches Knopfmuseum	http://lobid.org/organisations/DE-MUS-179111#!
Gedenkstätte KZ Moringen	http://lobid.org/organisations/DE-MUS-926714#!
Bayerischer Rundfunk, Bibliothek	http://lobid.org/organisations/DE-M331#!
Hassia Mineralquelle	http://lobid.org/organisations/DE-MUS-011629#!
früher: Rostock; Universitätsbibliothek, Fachbibliothek Hals-, Nasen- und Ohrenheilkunde	http://lobid.org/organisations/DE-28-016#!
Schloß Cappenberg, Freiherr-vom-Stein-Archiv, Bibliothek	http://lobid.org/organisations/DE-Luenen1#!
früher: Heidelberg; Hygiene-Institut der Universität, Abteilung Virologie, Bibliothek	http://lobid.org/organisations/DE-16-94#!
Landesarchiv Nordrhein-Westfalen, Abteilung Westfalen, Bibliothek	http://lobid.org/organisations/DE-Mue79#!
Museum beim Markt	http://lobid.org/organisations/DE-MUS-450613#!
Leiningerland Museum an der Münze	http://lobid.org/organisations/DE-MUS-125228#!
Kreiskrankenhaus Greiz GmbH, Fachbibliothek	http://lobid.org/organisations/DE-Gz5#!
früher: Seminar für Allgemeine Betriebswirtschaftslehre und Unternehmensfinanzen, Bibliothek	http://lobid.org/organisations/DE-38-111#!
Römische Villa Nennig	http://lobid.org/organisations/DE-MUS-101915#!
HafenCity Universität Hamburg, Bibliothek	http://lobid.org/organisations/DE-1373#!
Landesmuseum Birkenfeld	http://lobid.org/organisations/DE-MUS-022317#!
Hermann-Vogel-Haus	http://lobid.org/organisations/DE-MUS-003123#!
Bundesministerium für Wirtschaft und Klimaschutz, Medien- und Informationszentrum	http://lobid.org/organisations/DE-Bo104#!
Stiftung Luthergedenkstätten / Melanchthonhaus	http://lobid.org/organisations/DE-MUS-811810#!
Tourist-Information und Museum	http://lobid.org/organisations/DE-MUS-901819#!
Römermuseum Stettfeld	http://lobid.org/organisations/DE-MUS-224419#!
Focke Windkanal - Historisches Labor	http://lobid.org/organisations/DE-MUS-015027#!
Freilichtmuseum ""Hessenpark""	http://lobid.org/organisations/DE-MUS-102116#!
Stadtbücherei Wertheim	http://lobid.org/organisations/DE-1860#!
Emser Bergbaumuseum	http://lobid.org/organisations/DE-MUS-459318#!
Kunstmuseum Stuttgart, Bibliothek	http://lobid.org/organisations/DE-Stg283#!
Akademie der Künste	http://lobid.org/organisations/DE-MUS-644115#!
Stiftung Buch und Wissen, Bibliothek	http://lobid.org/organisations/DE-E16#!
Hans-Grade-Museum	http://lobid.org/organisations/DE-MUS-495314#!
Oberstdorfer Heimatmuseum	http://lobid.org/organisations/DE-MUS-108312#!
Schloß Reckahn+Rochow-Museum mit Schulmuseum	http://lobid.org/organisations/DE-MUS-737717#!
Turmuhrenmuseum Naunhof e.V.	http://lobid.org/organisations/DE-MUS-962418#!
Schloß Berleburg	http://lobid.org/organisations/DE-MUS-167311#!
Kaiser Wilhelm Museum, Kunstwissenschaftliche Bibliothek	http://lobid.org/organisations/DE-Kr1#!
Fugger-Museum	http://lobid.org/organisations/DE-MUS-006117#!
Fränkische Galerie Kronach	http://lobid.org/organisations/DE-MUS-239510#!
früher: Freie Universität Berlin, Fachbereich Geschichts- und Kulturwissenschaften, Institut für Prähistorische Archäologie, Bibliothek	http://lobid.org/organisations/DE-188-871#!
Ludwig-Thoma-Haus	http://lobid.org/organisations/DE-MUS-131317#!
Stadtarchiv Günzburg	http://lobid.org/organisations/DE-Gzb1#!
Museum Pfalzgalerie Kaiserslautern (mpk)	http://lobid.org/organisations/DE-MUS-071418#!
Wissenschaftliche Bibliothek des Rhein-Sieg-Kreises	http://lobid.org/organisations/DE-Sie5#!
früher: Institut für antikes Judentum und hellenistische Religionsgeschichte, Bibliothek	http://lobid.org/organisations/DE-21-101#!
Ludwig Galerie Saarlouis	http://lobid.org/organisations/DE-MUS-321015#!
Schloß Strünkede	http://lobid.org/organisations/DE-MUS-229518#!
Automobilmuseum Wolfegg	http://lobid.org/organisations/DE-MUS-147817#!
Historisches Zentrum Remscheid, Archiv und Archivbibliothek	http://lobid.org/organisations/DE-Rem4#!
Kreismedienzentrum Teltow-Fläming	http://lobid.org/organisations/DE-506#!
Universität Mainz, Bereichsbibliothek Universitätsmedizin, Zahnklinik	http://lobid.org/organisations/DE-77-054#!
Archäologiepark Belginum	http://lobid.org/organisations/DE-MUS-709415#!
Museum ""Werkstatt Pflaumer""	http://lobid.org/organisations/DE-MUS-983113#!
Freie Universität Berlin, Fachbereich Geowissenschaften, Geowissenschaftliche Bibliothek	http://lobid.org/organisations/DE-188-835#!
Johann-Adams-Mühle Tholey	http://lobid.org/organisations/DE-MUS-292313#!
Fraunhofer-Institut für Kurzzeitdynamik, Ernst-Mach-Institut, Bibliothek	http://lobid.org/organisations/DE-Frei110#!
Centrum Schwule Geschichte, Bibliothek	http://lobid.org/organisations/DE-Kn192#!
Beatles Museum	http://lobid.org/organisations/DE-MUS-317011#!
Internationale  Bachakademie Stuttgart, Bibliothek	http://lobid.org/organisations/DE-Stg261#!
Westwall-Museum ""Katzenkopf""	http://lobid.org/organisations/DE-MUS-466613#!
Betriebswirtschaftliche Bibliothek der Universität zu Köln	http://lobid.org/organisations/DE-38-106#!
Neue Nationalgalerie SMB	http://lobid.org/organisations/DE-MUS-019514#!
Operative Intensivmedizin Erwachsene, Bibliothek	http://lobid.org/organisations/DE-82-780#!
früher: Universität Lüneburg, Teilbibliothek Rotes Feld	http://lobid.org/organisations/DE-Luen4-1#!
Lehrstuhl für Baukonstruktion II, Bibliothek	http://lobid.org/organisations/DE-82-203#!
Heimatmuseum Bischoffen	http://lobid.org/organisations/DE-MUS-471412#!
früher: Münster; Arbeitsbereich Allgemeinmedizin, Bibliothek	http://lobid.org/organisations/DE-6-289#!
Ministerium für Kultus, Jugend und Sport Baden-Württemberg, Bibliothek	http://lobid.org/organisations/DE-Stg284#!
Dorfmuseum Schönbach	http://lobid.org/organisations/DE-MUS-963817#!
Das Kartoffelmuseum	http://lobid.org/organisations/DE-MUS-494113#!
Historische Mühle Glatz	http://lobid.org/organisations/DE-MUS-722012#!
früher: Universitätsbibliothek Duisburg-Essen, Fachbibliothek Medizin, Klinik und Poliklinik für Dermatologie und Venerologie, Allergologie	http://lobid.org/organisations/DE-465M-3#!
Stadtarchiv Schwelm	http://lobid.org/organisations/DE-Swm1#!
Universität Mainz, Bereichsbibliothek Rechts- und Wirtschaftswissenschaften	http://lobid.org/organisations/DE-77-018#!
Stadtarchiv Leverkusen	http://lobid.org/organisations/DE-Le2#!
Gemeindebücherei Laaber	http://lobid.org/organisations/DE-4026#!
Stadtbibliothek Emmendingen	http://lobid.org/organisations/DE-2206#!
Geschichtshäuschen am Düfelsarsch	http://lobid.org/organisations/DE-MUS-060428#!
Fleischmichlhaus Pavelsbach	http://lobid.org/organisations/DE-MUS-082022#!
Städtische Galerie Karlsruhe	http://lobid.org/organisations/DE-MUS-072713#!
Zentrum Frauenheilkunde / Abteilung Gynäkologie und Geburtshilfe, Bibliothek	http://lobid.org/organisations/DE-7-046#!
Stadtbibliothek Reinickendorf, Humboldt-Bibliothek	http://lobid.org/organisations/DE-B714#!
früher: Karlsruhe, KIT-Bibliothek, Bibliothek des Studienzentrums Multimedia der Fakultät für Geistes- und Sozialwissenschaften	http://lobid.org/organisations/DE-90-207#!
früher: Bergweiler, Eifel-Heimatmuseum Bergweiler	http://lobid.org/organisations/DE-MUS-247714#!
früher: Julius Kühn-Institut, Bundesforschungsinstitut für Kulturpflanzen, Bibliothek Kleinmachnow	http://lobid.org/organisations/DE-Kle2#!
Dehmer Heimatstube	http://lobid.org/organisations/DE-MUS-091125#!
Burg- und Heimatmuseum ""Altes Wachhaus""	http://lobid.org/organisations/DE-MUS-888617#!
Arbeitsgericht Reutlingen, Bibliothek	http://lobid.org/organisations/DE-Rt4#!
LVR-Archivberatungs- und Fortbildungszentrum, Bibliothek	http://lobid.org/organisations/DE-2485#!
Fastnachtsmuseum Fasenickl	http://lobid.org/organisations/DE-MUS-259712#!
Alice Salomon Hochschule Berlin, Bibliothek	http://lobid.org/organisations/DE-B1533#!
Staatsarchiv Bamberg, Bibliothek	http://lobid.org/organisations/DE-Bb25#!
Universitätsbibliothek, Bereichsbibliothek Raumplanung	http://lobid.org/organisations/DE-290-BR#!
Städtisches Klinikum Brandenburg GmbH, Wissenschaftliche Bibliothek	http://lobid.org/organisations/DE-Bd7#!
Universitäts Museum Altdorf	http://lobid.org/organisations/DE-MUS-942310#!
Freiburger Materialforschungszentrum, Bibliothek	http://lobid.org/organisations/DE-25-113#!
Museum auf der Klosterinsel, AG Heimatsammlung	http://lobid.org/organisations/DE-MUS-482719#!
früher: TU Darmstadt, Interdisziplinäre Arbeitsgruppe Naturwissenschaft, Technik und Sicherheit (IANUS)	http://lobid.org/organisations/DE-17-129#!
Heimatstube Dabel	http://lobid.org/organisations/DE-MUS-781813#!
Haus des Bergmanns	http://lobid.org/organisations/DE-MUS-740812#!
Universität Marburg, Bibliothek Rechtswissenschaften, Juristisches Seminar	http://lobid.org/organisations/DE-4-301#!
Museum Nienburg, Museumsbibliothek	http://lobid.org/organisations/DE-934#!
Arno-Schmidt-Museum	http://lobid.org/organisations/DE-MUS-967819#!
Institut für Kulturpflanzenwissenschaften der Universität Hohenheim, Bibliothek	http://lobid.org/organisations/DE-100-340#!
Schiffahrtsmuseum der oldenburgischen Unterweser e.V. +Haus Borgstede & Becker	http://lobid.org/organisations/DE-MUS-735013#!
Heimat- und Braunkohlemuseum Steinberg	http://lobid.org/organisations/DE-MUS-949613#!
Heimatstube ""Am Grevendiek""	http://lobid.org/organisations/DE-MUS-478819#!
Weinbaumuseum der Landeshauptstadt Stuttgart	http://lobid.org/organisations/DE-MUS-212317#!
Städtische Museen Quedlinburg, Historische Bibliothek	http://lobid.org/organisations/DE-Q9#!
früher: Institut für Agrartechnik in den Tropen und Subtropen der Universität Hohenheim, Bibliothek	http://lobid.org/organisations/DE-100-495#!
Schäfertanz-Kabinett	http://lobid.org/organisations/DE-MUS-366112#!
Kleines Kirchengeschichtsmuseum St. Gumbertus	http://lobid.org/organisations/DE-MUS-362714#!
Orthop. Geschichts- und Forschungsmuseum e.V.	http://lobid.org/organisations/DE-MUS-321619#!
Heimatmuseum Friesenheim	http://lobid.org/organisations/DE-MUS-908612#!
Museum für sächs. Fahrzeuge e.V.	http://lobid.org/organisations/DE-MUS-959813#!
Stadtbücherei Bramsche	http://lobid.org/organisations/DE-1333#!
Schillerhaus	http://lobid.org/organisations/DE-MUS-028122#!
früher: Halle/Saale; Universitäts- und Landesbibliothek Sachsen-Anhalt, Zweigbibliothek Physik	http://lobid.org/organisations/DE-3-21#!
Landesamt für Landwirtschaft, Umwelt und ländliche Räume des Landes Schleswig-Holstein, Bibliothek	http://lobid.org/organisations/DE-Fli1#!
früher: TU Berlin, Institut für Energietechnik, Fachgebiet für Heizungs- und Klimatechnik / Hermann-Rietschel-Institut, Bibliothek	http://lobid.org/organisations/DE-83-1014#!
Museum der historischen Waschtechnik	http://lobid.org/organisations/DE-MUS-446817#!
Vor- und Frühgeschichtliches Museum	http://lobid.org/organisations/DE-MUS-332916#!
Universität Göttingen, Institut für Geophysik, Bibliothek	http://lobid.org/organisations/DE-7-057#!
Hermann-Allmers-Gesellschaft e. V.	http://lobid.org/organisations/DE-MUS-256015#!
Museum ""Alte Dorfschule""	http://lobid.org/organisations/DE-MUS-864413#!
Westwallmuseum Bad Bergzabern	http://lobid.org/organisations/DE-MUS-107324#!
Kreis-Berufsschulzentrum Biberach, Bibliothek/Mediothek	http://lobid.org/organisations/DE-1250#!
Universitätsbibliothek Kiel, Fachbibliothek für Wirtschaftswissenschaften	http://lobid.org/organisations/DE-8-9#!
Bücherei Wackersdorf	http://lobid.org/organisations/DE-2588#!
früher: Burg/Dithmarschen, Burger Museum - Landapotheke, Gewerbe & Schifffahrt	http://lobid.org/organisations/DE-MUS-014222#!
Stadtbibliothek im Torhaus	http://lobid.org/organisations/DE-1097#!
NEUMARKTER BRAUEREIMUSEUM	http://lobid.org/organisations/DE-MUS-946010#!
Institut Luft- und Kältetechnik gGmbH, Bibliothek	http://lobid.org/organisations/DE-D216#!
Bibliothek des Wissenschaftsparks Albert Einstein	http://lobid.org/organisations/DE-B103#!
Museumswohnung WBS70	http://lobid.org/organisations/DE-MUS-036628#!
früher: Studentenbibliothek des Studentenwerks München	http://lobid.org/organisations/DE-M131#!
Germanistisches Institut, Bibliothek	http://lobid.org/organisations/DE-6-246#!
Bergische Museumsbahnen	http://lobid.org/organisations/DE-MUS-271014#!
Museumswerft Flensburg gGmbH	http://lobid.org/organisations/DE-MUS-742818#!
Deutsche Bundesstiftung Umwelt, Bibliothek	http://lobid.org/organisations/DE-Os8#!
Lehrstuhl für Applied Geophysics and Geothermal Energy (E.ON Energy Research Center), Bibliothek	http://lobid.org/organisations/DE-82-420#!
Heimatkundliche Ausstellung	http://lobid.org/organisations/DE-MUS-163413#!
Salzlandkreis, Kreisarchiv	http://lobid.org/organisations/DE-Bbg14#!
Gedenkhalle Schloß Oberhausen	http://lobid.org/organisations/DE-MUS-433014#!
Mediothek der ZE Sprachenzentrum der Humboldt-Universität zu Berlin	http://lobid.org/organisations/DE-B1596#!
Brückturmmuseum	http://lobid.org/organisations/DE-MUS-734718#!
Bayerisches Hauptstaatsarchiv, Bibliothek	http://lobid.org/organisations/DE-M333#!
Gemeindebücherei Steinach	http://lobid.org/organisations/DE-1659#!
Bereichsbibliothek Altertumswissenschaften, Abteilung Ägyptologie	http://lobid.org/organisations/DE-16-37#!
Landesarchiv Baden-Württemberg	http://lobid.org/organisations/DE-1951#!
Asien-Orient-Institut, Abteilung für Orient und Islamwissenschaft, Bibliothek	http://lobid.org/organisations/DE-21-42#!
Albrecht-von-Haller-Institut für Pflanzenwissenschaften, Geobotanische Bibliothek	http://lobid.org/organisations/DE-7-127#!
Feuerwehrmuseum Schleswig-Holstein	http://lobid.org/organisations/DE-MUS-359515#!
NI-LastCopies - Kooperative Archivierung von Printmedien in niedersächsischen Bibliotheken	http://lobid.org/organisations/DE-4165#!
Julius-Kardinal-Döpfner-Museum	http://lobid.org/organisations/DE-MUS-168527#!
Museum Villa Rot	http://lobid.org/organisations/DE-MUS-492315#!
Institut für Physik und Meteorologie der Universität Hohenheim, Bibliothek	http://lobid.org/organisations/DE-100-120#!
KIT-Bibliothek, Bibliothek der Arbeitsstelle Bertolt Brecht am Institut für Literaturwissenschaft	http://lobid.org/organisations/DE-90-191#!
Stadtarchiv Wilhelmshaven	http://lobid.org/organisations/DE-Wil7#!
früher: Bombardier Transportation GmbH, Technische Bibliothek	http://lobid.org/organisations/DE-B2012#!
früher: Frankfurt/Main; Professur für Industriebetriebslehre, Bibliothek	http://lobid.org/organisations/DE-30-88#!
Synagoge Altenkunstadt	http://lobid.org/organisations/DE-MUS-001221#!
Universität Hamburg, Fakultät Geisteswissenschaften, Fachbereichsbibliothek Kulturwissenschaften	http://lobid.org/organisations/DE-18-308#!
Museum Herrenmühle	http://lobid.org/organisations/DE-MUS-184910#!
Stasimuseum Berlin - Gedenkstätte Normannenstraße	http://lobid.org/organisations/DE-MUS-892819#!
früher: Freiburg/Breisgau; Bibliothek Geographie, Hydrologie und Ethnologie	http://lobid.org/organisations/DE-25-2#!
KIT-Bibliothek, Bibliothek des Instituts für Mikro- und Nanoelektronische Systeme	http://lobid.org/organisations/DE-90-128#!
Dombibliothek, Öffentliche Bibliothek für die Stadt Limburg	http://lobid.org/organisations/DE-1128#!
Begegnungsstätte Alte Synagoge Wuppertal	http://lobid.org/organisations/DE-MUS-659716#!
Historisches Museum Schloss Gifhorn	http://lobid.org/organisations/DE-MUS-054017#!
Slavisches Institut der Universität, Bibliothek	http://lobid.org/organisations/DE-16-64#!
Max-Planck-Institut für Immunbiologie, Bibliothek	http://lobid.org/organisations/DE-Frei106#!
Institut für Krankenhaushygiene und Infektiologie, Bibliothek	http://lobid.org/organisations/DE-7-752#!
Lehrstuhl für Strömungslehre und Aerodynamisches Institut, Bibliothek	http://lobid.org/organisations/DE-82-305#!
Museum-Altomünster	http://lobid.org/organisations/DE-MUS-911915#!
Stadtbücherei Höxter	http://lobid.org/organisations/DE-733#!
früher: Clausthal-Zellerfeld; Institut für Aufbereitung und Deponietechnik, Bibliothek	http://lobid.org/organisations/DE-104-03#!
Stadtbücherei Bad Berleburg	http://lobid.org/organisations/DE-928#!
Parlamentshistorische Ausstellung des Deutschen Bundestages	http://lobid.org/organisations/DE-MUS-016713#!
Grenzdokumentationsstätte Schlutup	http://lobid.org/organisations/DE-MUS-139826#!
KINDL-Zentrum für zeitgenössische Kunst	http://lobid.org/organisations/DE-MUS-139128#!
Schmiedemuseum Balbach	http://lobid.org/organisations/DE-MUS-142525#!
Deutsches Medizinhistorisches Museum	http://lobid.org/organisations/DE-MUS-069816#!
Bauernmuseum Bamberger Land	http://lobid.org/organisations/DE-MUS-255210#!
früher: Bochum, Schulmuseum Bochum	http://lobid.org/organisations/DE-MUS-352910#!
früher: Gießen; Institut für Angewandte Mikrobiologie, Bibliothek	http://lobid.org/organisations/DE-26-167#!
Stadtbibliothek Neustadt/Sachsen	http://lobid.org/organisations/DE-516#!
Museum im Grafenschloss Diez	http://lobid.org/organisations/DE-MUS-035318#!
früher: Zweibrücken, Ostdeutsche Heimatstube Zweibrücken	http://lobid.org/organisations/DE-MUS-440517#!
Bürgermuseum im Alten Kino	http://lobid.org/organisations/DE-MUS-254019#!
Johann-Flierl-Museum	http://lobid.org/organisations/DE-MUS-168423#!
LVR-Dezernat Kultur und Landschaftliche Kulturpflege	http://lobid.org/organisations/DE-2624#!
Institut der deutschen Wirtschaft Köln, Bibliothek	http://lobid.org/organisations/DE-Kn166#!
früher: Institut für Physiologie der Universität Hohenheim, Bibliothek	http://lobid.org/organisations/DE-100-230#!
Historische Hammerschmiede	http://lobid.org/organisations/DE-MUS-022817#!
Institut für Landwirtschaftsrecht, Bibliothek	http://lobid.org/organisations/DE-7-118#!
Otto-Hahn-Gymnasium, Schülerbibliothek/Lernmittelverwaltung	http://lobid.org/organisations/DE-2513#!
früher: Clausthal-Zellerfeld; Universität Clausthal-Zellerfeld, Institut für Theoretische Physik, Bibliothek	http://lobid.org/organisations/DE-104-20#!
Stadtbücherei Lauf	http://lobid.org/organisations/DE-909#!
Institut für Agrarpolitik und Landwirtschaftliche Marktlehre der Universität Hohenheim, Bibliothek	http://lobid.org/organisations/DE-100-420#!
Naturwissenschaftliches Museum der Stadt Aschaffenburg	http://lobid.org/organisations/DE-MUS-004913#!
Brauereimuseum Luisenthal - Stutzhäuser Brauerei Luisenthal	http://lobid.org/organisations/DE-MUS-461712#!
Heimatmuseum Dörrenbach	http://lobid.org/organisations/DE-MUS-294319#!
Stadtbücherei Weißenhorn	http://lobid.org/organisations/DE-1317#!
Synagoge - Kultur und Tagungsstätte	http://lobid.org/organisations/DE-MUS-616417#!
Universitätsbibliothek Stuttgart	http://lobid.org/organisations/DE-93#!
Stadtarchiv Dessau-Roßlau	http://lobid.org/organisations/DE-De16#!
Stadtarchiv Hattingen	http://lobid.org/organisations/DE-Hat2#!
Gemeindebücherei Teningen	http://lobid.org/organisations/DE-2440#!
Museum im Robert Koch-Institut	http://lobid.org/organisations/DE-MUS-161526#!
Friedrich-Rückert-Gedächtnisstätte	http://lobid.org/organisations/DE-MUS-032413#!
Max-Planck-Institut für Mathematik, Bibliothek	http://lobid.org/organisations/DE-Bo206#!
Gemeindebücherei Finsing	http://lobid.org/organisations/DE-2739#!
Kunstverein Kiss-Kunst im Schloss Untergröningen e.V.	http://lobid.org/organisations/DE-MUS-748316#!
früher: Marburg/Lahn; Zentrales Entwicklungslabor für Elektronik der Philipps-Universität, Bibliothek	http://lobid.org/organisations/DE-4-530#!
Max-Planck-Institut für Molekulare Zellbiologie und Genetik, Bibliothek	http://lobid.org/organisations/DE-D267#!
Kreisheimatstube Stoffenried	http://lobid.org/organisations/DE-MUS-382812#!
Institut für Medizinische Mikrobiologie und Hygiene, Bibliothek	http://lobid.org/organisations/DE-25-18#!
Schulmuseum mit Gedenkstätte Alexander von Homeyer	http://lobid.org/organisations/DE-MUS-735815#!
Sanitätsakademie der Bundeswehr, Fachinformationsstelle und Virtuelle Bibliothek	http://lobid.org/organisations/DE-Bo131#!
Stadtbücherei Barmstedt	http://lobid.org/organisations/DE-376#!
SPIELZEUGHAUS Freinsheim - Museum und Café	http://lobid.org/organisations/DE-MUS-041427#!
Naturkundemuseum im Ottoneum	http://lobid.org/organisations/DE-MUS-073518#!
Heimatmuseum Börgerende	http://lobid.org/organisations/DE-MUS-886017#!
Stadtbibliothek Neumarkt	http://lobid.org/organisations/DE-866#!
FöV Bergbau- und Heimatmuseum e.V.+Schachtanlage Knesebeck	http://lobid.org/organisations/DE-MUS-305419#!
Zentrum Chirurgie, Abteilung Allgemeinchirurgie, Bibliothek	http://lobid.org/organisations/DE-7-039#!
Museum der Barbarossastadt Gelnhausen	http://lobid.org/organisations/DE-MUS-052219#!
früher: Berlin, Stadtmuseum Berlin / Sammlung Kindheit und Jugend	http://lobid.org/organisations/DE-MUS-818311#!
Museumsfabrik Pritzwalk	http://lobid.org/organisations/DE-MUS-827914#!
Heimatmuseum Mehrstetten	http://lobid.org/organisations/DE-MUS-372216#!
Gemeinde- und Pfarrbücherei Lichteneiche	http://lobid.org/organisations/DE-1676#!
Kreiskliniken Aschersleben-Staßfurt, Medizinische Fachbibliothek	http://lobid.org/organisations/DE-As3#!
Haus Wysburg	http://lobid.org/organisations/DE-MUS-904214#!
Museum Reinickendorf	http://lobid.org/organisations/DE-MUS-017414#!
Schefflenztal-Sammlungen e.V.	http://lobid.org/organisations/DE-MUS-222715#!
RKU - Universitäts- und Rehabilitationskliniken Ulm gGmbH, Bibliothek	http://lobid.org/organisations/DE-U5#!
Universität Stuttgart, Institut für Theoretische Chemie, Bibliothek	http://lobid.org/organisations/DE-93-140#!
Klassik Stiftung Weimar / HAAB - Rokokosaal	http://lobid.org/organisations/DE-MUS-717213#!
Gemeindebücherei March	http://lobid.org/organisations/DE-2623#!
Universitätsbibliothek, Informationszentrum Technik und Patente	http://lobid.org/organisations/DE-290-PAS#!
Heimatmuseum Bodenheim	http://lobid.org/organisations/DE-MUS-236219#!
Hocheimer Weinbaumuseum	http://lobid.org/organisations/DE-MUS-034622#!
Musikhochschule Lübeck, Bibliothek	http://lobid.org/organisations/DE-Lue12#!
