license.id	creator[].1.honoricPrefix	creator[].1.affiliation.id	creator[].1.affiliation.type	creator[].1.name	creator[].1.type	about[].1.inScheme.id	about[].1.prefLabel.de	about[].1.id	about[].1.type	name	inLanguage[].1	description	learningResourceType[].1.inScheme.id	learningResourceType[].1.prefLabel.de	learningResourceType[].1.prefLabel.en	learningResourceType[].1.id	learningResourceType[].1.type	id	type[].1	@context[].1	@context[].2.@language	encoding[][].1.id	encoding[][].2.$end.type
https://creativecommons.org/licenses/by-sa/4.0/	Dr.	https://ror.org/04tsk2644	Organization	Markus Deimann	Person	https://w3id.org/kim/hochschulfaechersystematik/scheme	Erziehungswissenschaft (Pädagogik)	https://w3id.org/kim/hochschulfaechersystematik/n052	Concept	Die Rolle intermediärer Hochschuleinrichtungen bei der Bewältigung der Corona-Krise	de	Studie zu den Auswirkungen der Corona-Pandemie im Hochschulbereich	https://w3id.org/orca.nrw/medientypen/	Skript	Script	https://w3id.org/orca.nrw/medientypen/script	Concept	https://api.paideia.hbz-nrw.de/resource/orcatest:3161685d-3ca3-44ea-8d99-d0bb4aad914d	LearningResource	https://w3id.org/kim/lrmi-profile/draft/context.jsonld	de	https://api.paideia.hbz-nrw.de/resource/orcatest:3161685d-3ca3-44ea-8d99-d0bb4aad914d	MediaObject
